area,base_kv,bus_i,name,state,va,vm,x,y,number,angle,magnitude
15,18.0,429,bus_5032,5,0.1822056985074561,0.9597053091700338,1400.0,-6227.0,429,0.5750353635939328,0.9597054306343304
2,300.0,2006,bus_txf_CNSW NNSW Option 1 (500/330 kV Hub 1 upgrades),1,0.0,1.0,,,2006,-0.0146443116793863,1.0812883596594007
2,23.0,94,bus_1018,1,0.1825391733016342,1.0208230843818322,1011.0,651.0,94,0.1309969968782776,1.020823060578416
15,22.0,288,bus_5173,5,-0.1691439287854239,1.069976584687954,1101.0,-5861.0,288,0.92801117282976,0.91961755123128
6,11.0,1793,bus_2015,2,-0.2624176383324428,1.0077693772323937,857.0,-3331.0,1793,0.185700182028426,1.0077702609421928
2,132.0,1501,bus_1406,1,-0.3470307706836857,1.055029745074609,485.0,488.0,1501,-0.2216813890203284,1.080010172300677
13,275.0,1594,bus_4116,4,0.9996851012810352,1.0591811437261736,-2530.0,-1665.0,1594,0.1405018717550163,1.6545419881858203
2,66.0,1662,bus_1548,1,-0.3200240852245321,1.0118186096986406,686.0,-221.0,1662,-0.2019146333731716,1.0045778491044095
11,110.0,73,bus_3625,3,0.0071312116495838,1.0398024887700263,-815.0,2864.0,73,-0.102584831379437,1.1093003746239416
4,0.6899999999999998,82,bus_1013,1,0.0727682218217941,1.0153409036121672,352.0,-1214.0,82,0.6503518732807657,0.9729708401109304
3,132.0,1354,bus_1387,1,-0.3464624230931477,1.051545262622089,1118.0,-512.0,1354,-0.3997472034640542,0.9761075372942069
3,132.0,902,bus_1528,1,-0.3458209207377561,1.050712906590493,1203.0,-624.0,902,-0.407576815743114,0.9714786213957776
3,33.0,79,bus_1610,1,-0.3892133584563728,1.0523855890130898,1095.0,-676.0,79,-0.5274271486598674,0.9732012008155484
14,66.0,974,bus_4286,4,0.9722921277884098,1.0350330698079813,-1730.0,-2741.0,974,0.1243728716805149,1.4721277032708204
2,500.0,1321,starbus_xf_1121_1123_1635_7,1,-0.0739407560988431,1.008843041800063,725.0,112.0,1321,-0.0502150149485796,1.0107286596622274
13,11.0,1092,bus_4489,4,0.9654614142716114,1.0058550487589697,-2685.0,-2259.0,1092,0.0156862541300544,1.3553307908190506
9,132.0,1068,bus_3261,3,-0.0433880842035235,1.0732823088657244,905.0,3966.0,1068,-0.2743157062669793,1.0239854998041016
12,0.48,507,bus_4015,4,1.0752835562575491,1.0561961177376986,-3061.0,-1963.0,507,0.2212405748518367,1.672226392948776
11,110.0,427,bus_3470,3,-0.2732918213100804,1.0618020300199171,-391.0,3562.0,427,-0.1255979136001008,1.0451376837704975
11,110.0,1389,bus_3633,3,-0.3292331814985306,1.0515672087287051,-647.0,2506.0,1389,-0.150498947853139,1.062927875811559
8,132.0,1761,bus_3482,3,-0.0399299158542085,1.0533398588730425,-482.0,5236.0,1761,0.2185634212810195,0.7422885636155202
9,132.0,1981,bus_3021,3,-0.2137837440881206,1.061861196651891,-796.0,4156.0,1981,0.0040516853882257,1.0653452510012107
6,500.0,2017,bus_fxf_Western Victoria Grid Reinforcement,2,0.0,1.0,,,2017,-0.0261068160421708,1.0253438134489288
1,132.0,1947,bus_1385,1,-0.0574044063619788,1.0628180691238234,2167.0,2176.0,1947,0.0531048593165957,1.0573673683675846
1,132.0,1183,bus_1262,1,-0.2142204515831133,1.0728298104569711,991.0,1375.0,1183,-0.0487391255550404,1.1239786802158085
8,132.0,391,bus_3629,3,-0.4643088540640158,1.0055621794655778,-1373.0,6871.0,391,-0.114582560003281,1.0104429233633911
15,110.0,534,bus_5128,5,0.0072387277541496,1.0656922024435915,2703.0,-5666.0,534,0.9234074104068226,1.076051979968734
9,132.0,572,bus_3273,3,-0.1390298996442217,1.0504235426540385,478.0,5394.0,572,0.1151848083952421,1.0942841587621528
1,11.0,8,bus_1611,1,-0.207610416174919,1.0606212457309645,2223.0,2165.0,8,-0.0558865774863208,1.0994350871586538
9,132.0,1767,bus_3137,3,-0.1210912992471157,1.051553448719974,993.0,4108.0,1767,-0.3296533087403342,1.0140887900644804
2,132.0,64,bus_1371,1,-0.3355215844546573,1.0445307386160738,683.0,-534.0,64,-0.3606742852695508,0.986442830223908
5,15.0,1654,bus_2025,2,0.0297147457196765,0.9924945767922304,792.0,-1927.0,1654,0.2509092206164664,1.0038359992714714
2,330.0,1017,bus_1134,1,-0.2873054484788936,1.0534405106276676,406.0,416.0,1017,-0.2020207955470556,1.0560179883956138
2,11.0,91,bus_1521,1,-0.234978226696528,1.0865732865055693,-163.0,-667.0,91,-0.0667491214474823,1.14307323178964
13,13.8,922,bus_4058,4,1.0352727500115655,0.9957335599709304,-2044.0,-2666.0,922,0.1408474345453528,0.9957338189603636
11,11.0,1120,bus_3387,3,-0.4251293383355332,1.0167159727168484,-956.0,2485.0,1120,-0.3162103144915532,0.9951002538391664
5,220.0,1489,bus_2017,2,-0.1740190984329472,1.099999965147507,108.0,-3479.0,1489,0.1064192374292033,1.4770890272074004
13,66.0,1898,bus_4038,4,0.9836521077075936,1.0227210926830632,-2644.0,-2675.0,1898,0.0664416572108159,1.3842521744305754
6,11.5,1702,bus_2048,2,-0.3298577176456734,0.9772140620462898,1649.0,-4447.0,1702,0.1519408804546529,1.1685918246359603
13,132.0,1915,bus_4201,4,0.936683272746448,1.0141206845889823,-1634.0,-2146.0,1915,0.1109082559620259,1.4639330422040349
14,66.0,156,bus_4267,4,1.010171003617659,1.008711572206585,-2182.0,-3328.0,156,0.1118043309927623,1.5071318729981056
1,66.0,498,bus_1535,1,-0.142413624072238,1.060267903204385,2018.0,2379.0,498,-0.0246868217261317,1.0718334316296263
10,275.0,726,bus_3609,3,0.0442628474736928,1.0822533690090148,1016.0,3511.0,726,-0.0825734465011893,1.096376159532137
11,110.0,1686,bus_3359,3,-0.306145029208496,1.0457644272021682,-1019.0,3506.0,1686,-0.1916953027454009,1.0216983525648742
8,22.0,220,bus_3292,3,-0.1831719776999773,1.1000000103673626,-862.0,6928.0,220,0.0083955434928882,1.1025044431834603
1,66.0,22,bus_1617,1,-0.037773006156715,1.0285494485460802,2829.0,2850.0,22,0.2027983851957648,1.028549466470885
2,132.0,1745,bus_1326,1,-0.3507264056526641,1.0501443397377246,579.0,-361.0,1745,-0.3929568576453905,0.9830612233471164
7,10.5,878,bus_2034,2,-0.3000297833818742,0.9695676810462458,1337.0,-4187.0,878,0.1715442969226177,1.1260319657531683
6,22.0,383,bus_2313,2,0.166223457243083,1.0738718935055678,52.0,-4501.0,383,0.3668471036729625,1.0746924096261583
9,20.0,1417,bus_3431,3,0.1938835316152242,1.099998526682331,250.0,4608.0,1417,0.5842441461312379,1.0999984977134918
12,11.0,1952,bus_4408,4,0.7493792334250132,1.0160870610393948,-3396.0,-1813.0,1952,-0.6621874339184746,1.152851431418542
12,33.0,324,bus_4375,4,0.9664477778257184,1.054189597444129,-2759.0,-629.0,324,0.1847558603370286,1.1049613487840897
12,33.0,861,bus_4500,4,0.928367740590864,1.064417043355936,-2424.0,-1109.0,861,0.0354873769511342,1.398221328414749
14,7.6,700,bus_4426,4,1.0079672793215542,0.985187927081008,-2020.0,-3653.0,700,0.1150967543446239,1.4989073038438088
4,66.0,490,bus_1517,1,-0.0576503303462597,1.094356024471166,894.0,-1382.0,490,0.0359305551884361,1.037359180732905
14,66.0,1967,bus_4254,4,1.0267476421156634,1.0013946495626025,-2249.0,-3731.0,1967,0.1167891427599793,1.515264912410238
1,132.0,506,bus_1239,1,-0.2383414052821641,1.0593811098673116,380.0,1278.0,506,-0.0707417352933556,1.0979757498566511
14,66.0,875,bus_4339,4,0.9694798669928884,1.0511932704677116,-1757.0,-2733.0,875,0.1220661488630805,1.4579587357777537
14,11.0,72,bus_4438,4,0.9400604591040812,1.0058478231013848,-2191.0,-3149.0,72,0.1028442756846945,1.5453251777431838
13,66.0,860,bus_4229,4,0.4399885806238751,0.9057718051094804,-2143.0,-896.0,860,-0.7221601527798169,0.8967181086893292
9,33.0,1631,bus_3029,3,-0.3123108200729456,1.043750708525167,-772.0,4174.0,1631,-0.0703033289850529,1.0593591906204598
6,22.0,1088,bus_2300,2,-0.4967566489955273,1.045022524629632,490.0,-4179.0,1088,0.1247298807737959,1.3384548266673737
4,11.0,667,bus_1068,1,-0.0698027637841045,1.100000004556126,1188.0,-2387.0,667,0.142295993967067,1.1137109375162944
3,132.0,472,bus_1163,1,-0.3447778476314158,1.051518018050615,1359.0,-538.0,472,-0.4002718835433917,0.974638374881562
9,33.0,524,bus_3026,3,-0.0613810147038106,1.0359480199103095,680.0,3842.0,524,-0.2071353827716378,1.0901419553316376
2,132.0,1037,bus_1456,1,-0.0637260803822225,1.0337336888808484,1663.0,1434.0,1037,-0.0215206661006084,1.0992494073105494
11,11.0,1226,bus_3178,3,-0.4557771625039619,1.0179412099170717,-832.0,2344.0,1226,-0.333762185171579,1.0558142302002853
1,330.0,767,bus_1142,1,-0.0066818986982385,1.1000000090432351,1349.0,2391.0,767,-0.0269732853075736,1.0999996326821555
14,15.75,145,bus_4052,4,1.1521236748373622,1.0544858253657314,-1991.0,-2671.0,145,0.1415172202883605,1.4435705393412062
13,66.0,36,starbus_xf_4038_4035_4036_2,4,0.9836521072195524,0.9737113997408028,-2711.0,-2716.0,36,0.0664416577420694,1.318335400940324
7,33.0,1082,bus_2246,2,0.1640722053544184,1.0536652638247963,1510.0,-4562.0,1082,0.6112051681930945,1.0536650683345086
9,66.0,1543,bus_3103,3,-0.2674386256036301,1.0579478648993492,-1010.0,4330.0,1543,-0.0240636518410021,1.0735238344848537
1,11.0,353,bus_1619,1,-0.0377730076710193,1.065951269125953,2832.0,2870.0,353,0.2027983832763129,1.065951287631107
12,33.0,1325,bus_4000,4,0.9869403543508328,0.9660778373855436,-2910.0,-1044.0,1325,0.0770876674226677,1.4006662033678905
6,66.0,1509,bus_2215,2,-0.3892519818617646,1.0061933395509874,167.0,-3906.0,1509,0.0913302213984558,1.5249519277353605
15,11.0,232,bus_5209,5,-0.138783764125954,1.0372129835585238,1477.0,-6458.0,232,0.4453513258011117,1.0328510020578547
13,132.0,407,bus_4193,4,0.9480262822242156,1.028142832194623,-2249.0,-1373.0,407,0.0594001561980973,1.4230838173888092
11,11.0,1648,bus_3308,3,-0.4709650633621003,0.9648889435370758,-1205.0,2130.0,1648,-0.3506498092931864,0.9960181744274954
14,11.0,54,bus_4464,4,0.9248219479584626,1.0353489774734148,-1626.0,-3336.0,54,0.1163979457706908,1.4941574043156631
9,132.0,724,bus_3034,3,-0.1980750435389548,1.0592614395269242,-739.0,4414.0,724,0.0234641984932456,1.0685435131370398
13,132.0,101,bus_4209,4,0.8630645432238345,0.9837325071748986,-1518.0,-1647.0,101,0.0577936339236046,1.4131615048267945
14,11.0,792,bus_4424,4,0.9714737590007524,0.9792943530822594,-1938.0,-3768.0,792,0.1094105558882147,1.5165792098530675
14,66.0,1605,bus_4260,4,1.0143770902429643,1.00433961956117,-2127.0,-4027.0,1605,0.1130466978821808,1.5263447654649671
12,132.0,715,bus_4197,4,0.9568911712406212,1.0563080960677165,-2609.0,-831.0,715,0.1096317771164932,1.2006121363546702
12,33.0,1931,bus_4364,4,0.965277736443601,1.046617076154768,-2734.0,-1292.0,1931,-0.0386340915394555,1.4411110845058914
15,33.0,945,bus_5000,5,-0.1253969819654471,0.9889426478079788,2677.0,-5949.0,945,0.676471560832557,0.9947602305376048
15,22.0,1054,bus_5183,5,-0.1295934391019257,1.0740866013264732,1335.0,-5915.0,1054,0.9816792898839652,0.9318039937716484
7,10.5,1115,bus_2036,2,-0.1690240535243407,1.0262168835332994,1284.0,-4291.0,1115,0.2882035037353995,1.026215769730247
13,0.6899999999999998,1672,bus_4018,4,1.3380955304600863,0.987909895505792,-2820.0,-2020.0,1672,0.1814042167835269,1.219603433714994
4,132.0,335,bus_1450,1,-0.0738770473659622,1.0564557084924384,2287.0,-1477.0,335,0.0693306272984528,1.0607957110170256
14,11.0,630,bus_4496,4,0.1502055601825495,1.0059602509718355,-929.0,-2573.0,630,0.1660114311056472,1.2975641092689456
11,110.0,168,bus_3163,3,-0.3449932443658879,1.0397419610250982,-44.0,2719.0,168,-0.2379490880437835,0.9836017892169652
3,132.0,1405,bus_1486,1,-0.3456259784062632,1.0510489896399962,1527.0,-552.0,1405,-0.4070488792349878,0.9720022687096098
11,110.0,403,bus_3204,3,-0.2966196012558039,1.0512490517296518,-489.0,3482.0,403,-0.1834851835205015,1.0493133806578157
9,132.0,1522,bus_3497,3,-0.0052876666759945,1.0433505816344888,399.0,3634.0,1522,-0.0266911526018527,1.140142127521252
14,16.0,1013,bus_4062,4,1.2597234926377523,1.0401618618010986,-1815.0,-2614.0,1013,0.1403490152550593,1.4572440458965643
14,66.0,270,bus_4226,4,1.0425130817173016,1.0121135255806009,-2009.0,-3012.0,270,0.1230116695370018,1.518034248236319
15,110.0,476,bus_5053,5,-0.0947977869167169,1.0667880899034872,1611.0,-5700.0,476,1.028177713396783,0.931468207964548
5,330.0,1027,starbus_xf_2195_2293_2332_2,2,-0.1425992666519089,1.0271059308525954,1023.0,-1994.0,1027,-0.0102090009440251,0.963559079211092
5,15.0,1433,bus_2030,2,0.1281427201980113,1.035680592511275,769.0,-1904.0,1433,0.4496079898620393,1.0356805879694533
1,132.0,1435,bus_1621,1,-0.2306078431735089,1.0685862295503696,875.0,1476.0,1435,-0.0572134712838194,1.117462781172789
15,22.0,453,bus_5196,5,-0.0788973241224126,1.067628642471234,2088.0,-6358.0,453,0.5204516737878844,1.0618056030540808
8,33.0,954,bus_3659,3,-0.3037984869106985,0.9809819574067624,-86.0,6101.0,954,-0.1137522665129365,0.9811947673711122
14,11.0,883,bus_4444,4,0.9775265357532223,0.9970763406716594,-2351.0,-3218.0,883,0.1113988945789412,1.4756844907870703
11,275.0,88,bus_3583,3,-0.2572154961268706,1.0634204998080343,-443.0,2658.0,88,-0.0794128164206785,1.0634239971514938
2,330.0,1815,bus_1132,1,-0.1435909961727735,1.0270742507729491,897.0,993.0,1815,-0.0160280556189866,1.0581408212414205
11,11.0,1791,bus_3227,3,-0.3862617348658689,1.008140307730766,-601.0,3486.0,1791,-0.3384110208996121,0.986912178650624
14,66.0,743,bus_4332,4,1.025210656474339,1.0021744248153452,-2030.0,-3754.0,743,0.1162960456171895,1.51870617640714
1,132.0,1273,bus_1193,1,-0.2013629926157438,1.0817086441614856,1179.0,1409.0,1273,-0.0424260626607698,1.130640808088656
15,220.0,77,bus_5139,5,-0.0389317780568457,1.1000000040181128,1812.0,-5664.0,77,1.0965592105970428,0.990360308386248
11,33.0,596,bus_3323,3,-0.3839307807037188,1.0426495712487454,143.0,2729.0,596,-0.3276962069388341,0.9607926599484105
2,132.0,972,bus_1418,1,-0.2316835687249635,1.034575137444426,-396.0,-263.0,972,-0.0680046506754323,1.102168547761459
11,500.0,2003,bus_fxf_275 kV double-circuit shunt reactors,3,0.0,1.0,,,2003,0.0235895493405028,1.1991958626123658
11,110.0,449,starbus_xf_3333_3335_3336_2,3,-0.3792583489209024,1.0461816308279006,562.0,3029.0,449,-0.3373931448305326,0.8860394223013163
11,275.0,1084,bus_3582,3,-0.2563672478944363,1.0633458887921898,-435.0,2649.0,1084,0.009861487344964,1.0633580133444984
14,11.0,387,bus_4484,4,1.0135152795688025,0.989353668146022,-1910.0,-3215.0,387,0.1191846084590035,1.498595343227753
6,132.0,620,bus_2099,2,-0.2670248885559368,1.0345418605850494,198.0,-3943.0,620,0.1631887851675164,1.3462103268579229
8,33.0,450,bus_3110,3,-0.3006455136799313,1.0477218545547955,-186.0,6022.0,450,-0.1107274188361753,1.0477878424088822
2,132.0,1322,bus_1455,1,-0.3468473373003433,1.049623823105755,438.0,792.0,1322,-0.21482440649672,1.0763462428045685
8,132.0,906,bus_3195,3,-0.3176112918498757,1.0183840708176215,-917.0,6057.0,906,-0.0680995478978922,1.0155381520168607
14,66.0,586,bus_4270,4,1.0039333970201445,1.0188917424659414,-2297.0,-3132.0,586,0.1147756766760436,1.4958234405978192
1,132.0,971,bus_1192,1,-0.0409905974844226,1.0547818849473294,1626.0,1705.0,971,-0.0184315658740197,1.0532944000688804
9,132.0,635,bus_3476,3,-0.1496013828226532,1.072590003113824,-590.0,4415.0,635,0.0573189556146713,1.074579955783284
11,11.0,43,bus_3304,3,-0.4178005744632646,1.011449648783798,638.0,3156.0,43,-0.4377500496331297,0.7794985019964985
2,330.0,1093,bus_1133,1,-0.2384406730005581,1.044537798774141,824.0,420.0,1093,-0.2065819619698508,1.0445392567009688
11,275.0,1208,bus_3601,3,-0.2185098016721622,1.0667913244587892,-247.0,2974.0,1208,-0.0315364311119971,1.0814183361119938
9,275.0,1445,bus_3624,3,0.0102508338067674,1.088531565596881,475.0,3843.0,1445,0.0235895492099959,1.1991958606583912
2,500.0,1717,starbus_xf_1097_1098_1161_2,1,-0.0961712833967955,1.0059508407238282,799.0,-107.0,1717,-0.0239955979882016,0.9960063268291238
6,66.0,893,bus_2265,2,0.1212854702876812,1.0752623805104349,77.0,-4396.0,893,0.3331868293060216,1.0752625231040704
7,500.0,1004,bus_2202,2,-0.3298566772989217,1.0726186674619618,1821.0,-4255.0,1004,0.1519419222371927,1.2826805239315546
15,110.0,1277,bus_5052,5,-0.0934432111466958,1.064082225779875,1322.0,-5879.0,1277,1.0312453078914092,0.9276759450577172
13,66.0,1531,bus_4337,4,0.9820596005672676,1.0218569087055434,-2440.0,-2336.0,1531,0.0592808125858954,1.4030953413479943
12,132.0,530,bus_4200,4,0.9561517745102028,1.044516876728231,-2525.0,-1301.0,530,0.0679601510519793,1.4531080637142832
6,132.0,602,bus_2101,2,-0.1477106930945387,1.0220869602202345,40.0,-3765.0,602,0.3140402243664305,1.276880250221647
4,330.0,1344,starbus_xf_1148_1077_1078_3,1,0.0693161813096328,1.0331962162321786,1379.0,-1490.0,1344,0.2312547638293586,1.048170406039986
9,132.0,703,bus_3477,3,-0.1335667911437844,1.0461912279175505,-522.0,4658.0,703,0.1205067634492487,1.074771112985244
8,66.0,594,bus_3004,3,-0.4410670668881325,1.060499716266935,-917.0,6783.0,594,-0.2572304056581281,1.062488921990571
5,0.6899999999999998,651,bus_2056,2,0.196276580925654,1.0477119198698517,-297.0,-3716.0,651,0.1679424548125627,1.2665638922073914
13,132.0,1046,bus_4177,4,0.8973574465554004,1.019500347384735,-2135.0,-1327.0,1046,0.0108905312107313,1.38604951972987
11,33.0,1253,bus_3392,3,-0.3218044591592429,1.0557164949148747,-590.0,3172.0,1253,-0.2224713595474157,1.0266747622824
1,132.0,1976,bus_1356,1,-0.2077129438211681,1.0798014779041951,1264.0,1484.0,1976,-0.0454345617340639,1.1304523116352356
9,132.0,932,bus_3173,3,-0.2136229717099221,1.064295624205293,-758.0,4095.0,932,0.0031835094502644,1.0669913897782026
15,22.0,522,bus_5215,5,-0.2323759978381291,0.9952019650462116,1511.0,-5677.0,522,0.5578104261206298,0.9990146006369138
5,66.0,962,bus_2286,2,-0.0968260950448201,1.0568252993408611,275.0,-2785.0,962,0.060937030919167,1.3850771925990226
2,33.0,1838,bus_1369,1,-0.4006145236904155,1.007867326580924,-473.0,449.0,1838,-0.2427326180964652,1.0692899440868182
2,66.0,9,bus_1501,1,-0.2388160647731211,1.0478066280143026,73.0,-156.0,9,-0.0583505788267642,1.096060589724149
8,19.1,1117,bus_3485,3,-0.2299666991405698,1.0856581676774977,-337.0,5608.0,1117,-0.0284109618932574,1.0856598780452849
2,23.0,1272,bus_1081,1,-0.1606056547538211,1.0258924215707623,787.0,739.0,1272,-0.02601010763672,1.025339511538715
8,132.0,1382,bus_3067,3,-0.351641255715076,1.0303654957364246,-437.0,6566.0,1382,-0.1452798619548344,1.0251535134976804
6,500.0,1532,bus_2208,2,-0.3558422618083368,1.0595275351603426,453.0,-3333.0,1532,0.1413147760366825,1.4144274573791322
11,110.0,12,bus_3496,3,-0.2925664046279844,1.053455705088402,-444.0,3422.0,12,-0.1766301485308213,1.0534672830163734
7,22.0,192,bus_2335,2,-0.3950253779902536,0.983433917238718,950.0,-4005.0,192,0.3301009874592925,1.0029689076956283
1,66.0,552,bus_1598,1,-0.103200169580328,1.0359321365578016,2909.0,2742.0,552,0.1077150501354228,1.0518214379663655
13,132.0,357,starbus_xf_4186_4230_4494_1,4,0.4363680574527084,0.9047517410448648,-2175.0,-816.0,357,-0.7396946975587093,0.8941693150901076
3,132.0,1342,bus_1252,1,-0.3146663326323118,1.0496105488866538,875.0,144.0,1342,-0.3463330993356954,1.0149941559386455
13,66.0,1885,bus_4278,4,0.9640130385719,1.0236208162241114,-1936.0,-2305.0,1885,0.0391458758614181,1.380972778328622
3,132.0,417,bus_1382,1,-0.3477058662460915,1.0514292304648094,1304.0,-378.0,417,-0.4084447919665123,0.9719581898088292
4,132.0,1700,bus_1168,1,-0.1193482899659572,1.100000009995269,887.0,-2086.0,1700,0.046296394775423,1.1672135021360237
1,66.0,1608,bus_1613,1,0.0274868567103237,1.0336329143092806,2144.0,1943.0,1608,0.3675507011343232,0.993453822830037
6,22.0,694,bus_2306,2,-0.3282811449872336,0.99713819329672,339.0,-2924.0,694,0.1240561842835021,1.4936274554794229
2,66.0,1157,bus_1513,1,-0.1902807890091329,1.074032422261593,710.0,62.0,1157,-0.0975029652312774,1.062424810574192
13,275.0,1260,bus_4154,4,1.022433945314711,1.06710939543498,-2383.0,-1796.0,1260,0.1336013594925887,1.6596700255779862
9,33.0,426,bus_3383,3,-0.3766477221758982,1.0463278113895578,-45.0,4293.0,426,-0.1194772656621856,1.054381028350209
14,33.0,539,bus_4392,4,0.148397453145341,1.0052963015526069,-926.0,-2601.0,539,0.1657093744146933,1.2974215491754617
13,275.0,991,bus_4104,4,1.057858827814991,1.0613580423295144,-2402.0,-1656.0,991,0.1310217373427336,1.5874879839873652
2,330.0,2034,connection N10,1,0.0,1.0,,,2034,0.0,0.9999999994465754
5,11.0,1301,bus_1009,1,-0.0354482465769997,1.0825243315415145,276.0,-3103.0,1301,0.1229667093195421,1.1222852933101637
14,132.0,2038,connection S10,4,0.0,1.0,,,2038,0.0,0.9999999994044716
12,33.0,1340,bus_4398,4,0.9379529906466124,0.9460924977227494,-3482.0,-1608.0,1340,-0.054129664520856,1.3865938884009432
8,22.0,1014,bus_3081,3,-0.479141684689617,1.048500818337563,-952.0,7139.0,1014,-0.2378387106516228,1.048939933023857
14,66.0,761,bus_4285,4,0.9797244068042652,1.0331654936037509,-1784.0,-2602.0,761,0.1259801211445087,1.4748807225606422
8,66.0,610,bus_3006,3,-0.5028491391315499,1.0464625769572855,-958.0,6865.0,610,-0.3165321027038849,1.0492180315549209
4,132.0,739,bus_1137,1,-0.0346861889528131,1.0768996310029897,2600.0,-1798.0,739,0.1069415469607648,1.0815915643770742
15,22.0,1660,bus_5194,5,-0.1642578710532933,0.9733960932016996,2429.0,-5829.0,1660,0.6311600924479618,0.9783286737608018
2,132.0,1259,bus_1258,1,-0.3220037692799995,1.0373392214353248,135.0,-454.0,1259,-0.3210144564947832,0.9958550115037615
14,66.0,1317,bus_4307,4,0.978296840554583,1.0842402793675203,-1893.0,-2668.0,1317,0.1163912258133025,1.4193795253131167
13,10.5,1803,bus_4041,4,1.057858828375316,0.9989252148529868,-2457.0,-1657.0,1803,0.1310217380041521,1.4941063387411049
14,33.0,1398,bus_4388,4,0.7458529841705263,0.9494827247940596,-1410.0,-1956.0,1398,0.0907863165738487,1.4442185612452254
13,275.0,1610,bus_4135,4,0.9968354469274332,1.0526616336980938,-1965.0,-2388.0,1610,0.1301999685011825,1.5176707155674662
4,33.0,179,bus_1565,1,0.0224837929163698,1.0814098851076046,1522.0,-1083.0,179,0.1362695702527843,1.0814080934726724
14,33.0,993,bus_4387,4,0.7469265913849631,0.9489080067796408,-1394.0,-1914.0,993,0.0909182589517702,1.444109688204956
14,11.0,905,bus_4468,4,0.9309729714153728,1.026455371508473,-1452.0,-3242.0,905,0.1168669666682558,1.4877151774757185
1,66.0,1406,bus_1559,1,-0.2691257075442789,1.0237279816710545,1771.0,1914.0,1406,-0.0801748425004834,1.0916256892939171
9,15.75,782,bus_3422,3,0.1179176205187348,1.04914557496337,-463.0,4900.0,782,0.139665789328948,1.0526558844016167
8,132.0,1320,bus_3259,3,-0.3501295282395475,1.025855703871981,-599.0,6377.0,1320,-0.1196481551164882,1.0196632051920012
15,1.0,239,bus_5225,5,-0.1354644106188439,1.0486496418044404,1744.0,-6257.0,239,0.4594217966899609,1.0496723280420743
14,66.0,911,starbus_xf_4257_4379_4434_1,4,1.0193178879418208,0.9890464206044997,-2053.0,-3911.0,911,0.1149678961499503,1.4999905067512775
2,132.0,1200,bus_1451,1,-0.3415178450185507,1.0579688202080657,545.0,492.0,1200,-0.2206328666544418,1.0806085133195522
15,110.0,737,bus_5075,5,-0.1642578859802473,1.0215794321762242,2403.0,-5786.0,737,0.6311601974280336,1.026756154880668
4,15.4,1032,bus_1042,1,0.2040873375383315,0.9607459703957608,1307.0,-1628.0,1032,0.5262898007191092,0.9607458960664684
4,330.0,1822,starbus_xf_2191_2018_2019_6,2,0.0297147457515377,0.9924945752841418,786.0,-1869.0,1822,0.2509092198609227,1.0038359997775743
14,11.0,889,bus_4465,4,0.931867817990792,1.0261510042334607,-1608.0,-3485.0,889,0.1173100917334634,1.4762281680479423
3,330.0,1528,bus_1569,1,-0.2706546034531623,1.0512921799993844,1157.0,-402.0,1528,-0.2765368129411187,1.003708032333263
4,33.0,1817,bus_1564,1,0.0244432963304661,1.0417064754977208,1563.0,-1055.0,1817,0.1620818263973098,1.0348024578598547
14,11.0,488,bus_4447,4,0.9472802254135348,1.0040770002282486,-2408.0,-3221.0,488,0.1070682467303798,1.508993974482578
15,110.0,525,bus_5095,5,-0.1237389607937565,1.028762437464582,1911.0,-6098.0,525,0.4824871489481892,1.035519433851955
14,132.0,1403,starbus_xf_4220_4074_4499_5,4,0.3475204218964579,1.0589788058523957,-888.0,-2745.0,1403,0.2693936899388313,1.144397417218033
15,110.0,2039,connection T4,5,0.0,1.0,,,2039,0.0,0.9999999993991168
12,11.0,458,bus_4406,4,0.7509239974064279,1.0176074369709731,-3384.0,-1875.0,458,-0.654975322594252,1.161813469229941
1,66.0,696,bus_1527,1,-0.0670305760061814,1.0705147984052932,1873.0,2274.0,696,-0.0171586490406406,1.071984634521688
8,132.0,745,bus_3643,3,-0.333379075016586,1.025088343202311,-660.0,6857.0,745,-0.1731562134117473,1.0211908423829683
13,11.5,1450,bus_4036,4,0.9836521053135142,0.9724851167002108,-2719.0,-2698.0,1450,0.0664416587830662,1.318335409730907
2,11.0,1541,bus_1542,1,-0.2915837372065172,1.0427877309712503,199.0,1000.0,1541,-0.1124489827437717,1.072589445698301
4,33.0,1865,bus_1383,1,0.0199039158920481,1.0115252359208755,407.0,-1151.0,1865,0.6503518708322091,0.9729708664659554
2,500.0,668,bus_1097,1,-0.075077252799109,1.06823153242792,789.0,-107.0,668,-0.0063532944106882,1.0682261559855024
4,132.0,1877,bus_1139,1,-0.171689325182835,1.045569616396981,1042.0,-2200.0,1877,0.1054070851518209,1.12944199895998
8,11.0,45,bus_3453,3,-0.4676461359546967,0.9305520388204276,-1445.0,6842.0,45,-0.1174211598618645,0.9269933723118372
2,330.0,1427,bus_1120,1,-0.2087019455093725,1.044742095039011,692.0,-193.0,1427,-0.1790502700504203,1.0254302220569869
2,330.0,1910,bus_1119,1,-0.1036510870157824,1.0493972690955369,912.0,-715.0,1910,-0.0304925853406994,1.0307985117491438
9,15.75,1663,bus_3526,3,0.2009536795960808,1.026934076573782,889.0,3622.0,1663,-0.0465655787198489,1.0269338576969862
2,500.0,436,bus_1099,1,0.0679326924103137,1.074793017380684,825.0,368.0,436,-0.0188863933584688,1.075728220364801
