name,number_from,name_from,base_voltage_from,angle_from,magnitude_from,area_from,number_to,name_to,base_voltage_to,angle_to,magnitude_to,area_to,line_type,rating,x_from,y_from,x_to,y_to,geometry
bus_3021-bus_3634-i_line_3021_to_3634_1_cp,1981,bus_3021,132.0,-0.21378374408812065,1.061861196651891,9,274,bus_3634,132.0,-0.21218023327389612,1.0642702187901196,9,ac,148.0,-1296,4156,-1330,4261,"LINESTRING (-1296 4156, -1330 4261)"
bus_1595-bus_1596-i_line_1595_to_1596_2_cp,242,bus_1595,66.0,-0.10543092503265653,1.032639388032671,1,277,bus_1596,66.0,-0.10750312121242107,1.026530744717026,1,ac,67.0,2865,2748,2982,2814,"LINESTRING (2865 2748, 2982 2814)"
bus_1595-bus_1596-i_line_1595_to_1596_1_cp,242,bus_1595,66.0,-0.10543092503265653,1.032639388032671,1,277,bus_1596,66.0,-0.10750312121242107,1.026530744717026,1,ac,44.0,2865,2748,2982,2814,"LINESTRING (2865 2748, 2982 2814)"
bus_1255-bus_1294-i_line_1278_to_1294_1_cp,1265,bus_1255,132.0,-0.06259535028869284,1.0568131467813322,4,278,bus_1294,132.0,-0.07238682560058517,1.0520671958281522,4,ac,211.0,1977,-1315,2122,-1315,"LINESTRING (1977 -1315, 2122 -1315)"
bus_1288-bus_1294-i_line_1288_to_1294_1_cp,1905,bus_1288,132.0,-0.07402189806346848,1.0516896969241094,4,278,bus_1294,132.0,-0.07238682560058517,1.0520671958281522,4,ac,229.0,2161,-1359,2122,-1315,"LINESTRING (2161 -1359, 2122 -1315)"
bus_1333-bus_1483-i_line_1333_to_1483_1_cp,1040,bus_1333,132.0,-0.20299096238405112,1.0702547470186137,2,279,bus_1483,132.0,-0.2679888834220316,1.0379405782146482,3,ac,163.0,735,61,927,178,"LINESTRING (735 61, 927 178)"
bus_1184-bus_1483-i_line_1443_to_1483_1_cp,1101,bus_1184,132.0,-0.27812328350062254,1.0342019329350338,3,279,bus_1483,132.0,-0.2679888834220316,1.0379405782146482,3,ac,138.0,966,371,927,178,"LINESTRING (966 371, 927 178)"
bus_4104-bus_4117-i_line_4104_to_4117_1_cp,991,bus_4104,275.0,1.057858827814991,1.0613580423295144,13,280,bus_4117,275.0,0.9953587318476333,1.0585945060804445,13,ac,532.0,-2402,-1656,-2144,-1797,"LINESTRING (-2402 -1656, -2144 -1797)"
bus_1202-bus_1364-i_line_1242_to_1364_1_cp,1192,bus_1202,132.0,-0.252107252921373,1.0693455799449092,1,282,bus_1364,132.0,-0.2520656324481088,1.0688791150283514,1,ac,323.0,1080,1914,985,1738,"LINESTRING (1080 1914, 985 1738)"
bus_1211-bus_1222-i_line_1211_to_1222_1_cp,28,bus_1211,220.0,-0.05172192481319693,1.0879857865708882,5,283,bus_1222,220.0,-0.021370994924286627,1.0794645535019138,5,ac,317.0,698,-2614,559,-2881,"LINESTRING (698 -2614, 559 -2881)"
bus_1217-bus_1222-i_line_1217_to_1222_1_cp,1851,bus_1217,220.0,-0.039895777897525284,1.0921056695386748,5,283,bus_1222,220.0,-0.021370994924286627,1.0794645535019138,5,ac,310.0,433,-2941,559,-2881,"LINESTRING (433 -2941, 559 -2881)"
bus_1200-bus_1432-i_line_1200_to_1432_1_cp,364,bus_1200,132.0,-0.1374996212596494,1.092167641837969,2,285,bus_1432,132.0,-0.20977587278003046,1.0541750306641333,2,ac,143.0,528,-55,403,-107,"LINESTRING (528 -55, 403 -107)"
bus_1428-bus_1432-i_line_1429_to_1432_1_cp,998,bus_1428,132.0,-0.21742109577844285,1.051043965891738,2,285,bus_1432,132.0,-0.20977587278003046,1.0541750306641333,2,ac,145.0,156,-160,403,-107,"LINESTRING (156 -160, 403 -107)"
bus_3002-bus_3169-i_line_3063_to_3169_1_cp,1547,bus_3002,132.0,-0.30299812811186555,1.0536492981037135,8,287,bus_3169,132.0,-0.3089190264893006,1.0401731318226684,8,ac,117.0,-1218,5893,-1204,5918,"LINESTRING (-1218 5893, -1204 5918)"
bus_5095-bus_5111-i_line_5095_to_5111_1_cp,525,bus_5095,110.0,-0.12373896079375657,1.028762437464582,15,291,bus_5111,110.0,-0.12813618518545103,1.0268503696913331,15,ac,114.99999999999999,1111,-6098,1123,-6149,"LINESTRING (1111 -6098, 1123 -6149)"
bus_1183-bus_1203-i_line_1183_to_1210_1_cp,169,bus_1183,132.0,-0.21727407253276435,1.070879306516803,1,295,bus_1203,132.0,-0.22896164310655648,1.0619195413433278,1,ac,179.0,820,1294,786,1440,"LINESTRING (820 1294, 786 1440)"
bus_1108-bus_1208-i_line_1108_to_1208_1_cp,1278,bus_1108,132.0,0.015550008852556987,1.0829219090428799,4,302,bus_1208,132.0,-0.01917404961694093,1.077585753701982,4,ac,148.0,2426,-1595,2398,-1573,"LINESTRING (2426 -1595, 2398 -1573)"
bus_3543-bus_3593-i_line_3543_to_3593_1_cp,139,bus_3543,275.0,-0.21755697394688514,1.063932517287146,11,306,bus_3593,275.0,-0.2006274409651271,1.0610454520109465,11,ac,527.0,-685,3675,-613,3347,"LINESTRING (-685 3675, -613 3347)"
bus_3568-bus_3593-i_line_3568_to_3593_2_cp,636,bus_3568,275.0,0.0032642236330225204,1.0859697702374804,11,306,bus_3593,275.0,-0.2006274409651271,1.0610454520109465,11,ac,681.0,-335,3514,-613,3347,"LINESTRING (-335 3514, -613 3347)"
bus_3568-bus_3593-i_line_3568_to_3593_1_cp,636,bus_3568,275.0,0.0032642236330225204,1.0859697702374804,11,306,bus_3593,275.0,-0.2006274409651271,1.0610454520109465,11,ac,724.0,-335,3514,-613,3347,"LINESTRING (-335 3514, -613 3347)"
bus_3560-bus_3593-i_line_3560_to_3593_1_cp,995,bus_3560,275.0,-0.17499869710401758,1.0536492981037135,11,306,bus_3593,275.0,-0.2006274409651271,1.0610454520109465,11,ac,689.0,-587,3475,-613,3347,"LINESTRING (-587 3475, -613 3347)"
bus_3545-bus_3593-i_line_3545_to_3593_1_cp,1327,bus_3545,275.0,-0.2546502267785985,1.0639368339734927,11,306,bus_3593,275.0,-0.2006274409651271,1.0610454520109465,11,ac,541.0,-600,3049,-613,3347,"LINESTRING (-600 3049, -613 3347)"
bus_1226-bus_1322-i_line_1226_to_1322_1_cp,196,bus_1226,132.0,-0.08981007195538197,1.0515673433718449,1,307,bus_1322,132.0,-0.08198115796419296,1.039586998527219,1,ac,113.99999999999999,1876,1777,1778,1737,"LINESTRING (1876 1777, 1778 1737)"
bus_1192-bus_1322-i_line_1192_to_1322_1_cp,971,bus_1192,132.0,-0.040990597484422624,1.0547818849473294,1,307,bus_1322,132.0,-0.08198115796419296,1.039586998527219,1,ac,112.00000000000001,1626,1705,1778,1737,"LINESTRING (1626 1705, 1778 1737)"
bus_1186-bus_1374-i_line_1186_to_1465_2_cp,609,bus_1186,132.0,-0.3225125859884355,1.0428691268985268,2,309,bus_1374,132.0,-0.3550556622084452,1.0511641521809494,2,ac,291.0,567,-53,467,-265,"LINESTRING (567 -53, 467 -265)"
bus_1186-bus_1374-i_line_1186_to_1466_1_cp,609,bus_1186,132.0,-0.3225125859884355,1.0428691268985268,2,309,bus_1374,132.0,-0.3550556622084452,1.0511641521809494,2,ac,288.0,567,-53,467,-265,"LINESTRING (567 -53, 467 -265)"
bus_1246-bus_1374-i_line_1246_to_1340_2_cp,617,bus_1246,132.0,-0.3595026209900812,1.0506324777000964,2,309,bus_1374,132.0,-0.3550556622084452,1.0511641521809494,2,ac,130.0,459,-475,467,-265,"LINESTRING (459 -475, 467 -265)"
bus_1244-bus_1374-i_line_1244_to_1340_4_cp,813,bus_1244,132.0,-0.3605634339996651,1.0506680240217805,2,309,bus_1374,132.0,-0.3550556622084452,1.0511641521809494,2,ac,124.0,482,-493,467,-265,"LINESTRING (482 -493, 467 -265)"
bus_1243-bus_1374-i_line_1243_to_1340_1_cp,1412,bus_1243,132.0,-0.3564994404360187,1.0513581762861812,2,309,bus_1374,132.0,-0.3550556622084452,1.0511641521809494,2,ac,128.0,658,-372,467,-265,"LINESTRING (658 -372, 467 -265)"
bus_1130-bus_1374-i_line_1130_to_1245_3_cp_merged_with_line_1245_to_1340_3_cp,1954,bus_1130,132.0,-0.3598228336002057,1.051612000714551,2,309,bus_1374,132.0,-0.3550556622084452,1.0511641521809494,2,ac,129.0,734,-379,467,-265,"LINESTRING (734 -379, 467 -265)"
bus_2136-bus_2121-i_line_2138_to_2163_2_cp,229,bus_2136,220.0,-0.3723325586636918,1.0165520878347776,7,310,bus_2121,220.0,-0.4618827151274631,1.0293840309810427,7,ac,418.0,900,-4034,924,-3962,"LINESTRING (900 -4034, 924 -3962)"
bus_2136-bus_2121-i_line_2138_to_2163_1_cp,229,bus_2136,220.0,-0.3723325586636918,1.0165520878347776,7,310,bus_2121,220.0,-0.4618827151274631,1.0293840309810427,7,ac,405.0,900,-4034,924,-3962,"LINESTRING (900 -4034, 924 -3962)"
bus_2118-bus_2121-i_line_2118_to_2121_2_cp,1449,bus_2118,220.0,-0.46402072214922263,1.0303869215760735,7,310,bus_2121,220.0,-0.4618827151274631,1.0293840309810427,7,ac,527.0,984,-3929,924,-3962,"LINESTRING (984 -3929, 924 -3962)"
bus_2118-bus_2121-i_line_2118_to_2121_1_cp,1449,bus_2118,220.0,-0.46402072214922263,1.0303869215760735,7,310,bus_2121,220.0,-0.4618827151274631,1.0293840309810427,7,ac,563.0,984,-3929,924,-3962,"LINESTRING (984 -3929, 924 -3962)"
bus_2200-bus_2205-i_line_2200_to_2205_1_cp,811,bus_2200,500.0,-0.21158900438121792,1.0102695555460788,5,311,bus_2205,500.0,-0.21698025664238196,1.0052346400048493,5,ac,1371.0,-277,-2958,-357,-3142,"LINESTRING (-277 -2958, -357 -3142)"
bus_2200-bus_2205-i_line_2200_to_2205_2_cp,811,bus_2200,500.0,-0.21158900438121792,1.0102695555460788,5,311,bus_2205,500.0,-0.21698025664238196,1.0052346400048493,5,ac,1357.0,-277,-2958,-357,-3142,"LINESTRING (-277 -2958, -357 -3142)"
bus_3172-bus_3245-i_line_3172_to_3246_1_cp,1741,bus_3172,132.0,-0.3111385796070227,1.036920087833526,8,314,bus_3245,132.0,-0.3268053357617507,1.0351416688430102,8,ac,159.0,-1334,6180,-1281,6365,"LINESTRING (-1334 6180, -1281 6365)"
bus_4180-bus_4185-i_line_4180_to_4185_1_cp,1271,bus_4180,132.0,0.7356633379096249,0.9634043234084966,13,315,bus_4185,132.0,0.4705742033503379,0.928954102570519,13,ac,204.99999999999997,-2124,-1196,-2132,-986,"LINESTRING (-2124 -1196, -2132 -986)"
bus_4180-bus_4185-i_line_4180_to_4185_2_cp,1271,bus_4180,132.0,0.7356633379096249,0.9634043234084966,13,315,bus_4185,132.0,0.4705742033503379,0.928954102570519,13,ac,114.99999999999999,-2124,-1196,-2132,-986,"LINESTRING (-2124 -1196, -2132 -986)"
bus_1434-bus_1626-i_line_1434_to_1626_1_cp,592,bus_1434,66.0,-0.2506595321206545,1.0407373757031757,2,327,bus_1626,66.0,-0.25061714831299564,1.0406686676843404,2,ac,51.0,468,-410,355,-490,"LINESTRING (468 -410, 355 -490)"
bus_1164-bus_1273-i_line_1164_to_1273_1_cp,205,bus_1164,132.0,-0.12130479874319865,1.0788083881422366,1,330,bus_1273,132.0,-0.13437256310300563,1.0768928732576466,1,ac,171.0,1958,2291,2120,2328,"LINESTRING (1958 2291, 2120 2328)"
bus_4231-bus_4232-i_line_4231_to_4232_1_cp,1225,bus_4231,66.0,0.993303854787057,1.0157419732417814,14,334,bus_4232,66.0,0.9925254453187442,1.0148191830544473,14,ac,118.0,-2402,-3075,-2474,-3181,"LINESTRING (-2402 -3075, -2474 -3181)"
bus_1361-bus_1450-i_line_1361_to_1450_1_cp,503,bus_1361,132.0,-0.07377449258968098,1.0561578019231492,4,335,bus_1450,132.0,-0.07387704736596223,1.0564557084924384,4,ac,143.0,2186,-1475,2287,-1477,"LINESTRING (2186 -1475, 2287 -1477)"
bus_2164-bus_2168-i_line_2164_to_2168_1_cp,1883,bus_2164,220.0,-0.4635104870103187,1.06298,6,336,bus_2168,220.0,-0.47266379939428554,1.06298,6,ac,555.0,937,-3740,854,-3647,"LINESTRING (937 -3740, 854 -3647)"
bus_2151-bus_2175-i_line_2151_to_2175_2_cp,844,bus_2151,132.0,-0.03439880446321097,0.9791562505000905,5,337,bus_2175,132.0,-0.08829443249594056,0.9767937828069259,5,ac,286.0,-210,-3519,-166,-3350,"LINESTRING (-210 -3519, -166 -3350)"
bus_3583-bus_3589-i_line_3583_to_3589_2_cp,88,bus_3583,275.0,-0.25721549612687067,1.0536492981037135,11,340,bus_3589,275.0,-0.22385478203744993,1.0648617155123072,11,ac,569.0,-943,2658,-744,2835,"LINESTRING (-943 2658, -744 2835)"
bus_3572-bus_3589-i_line_3572_to_3589_1_cp,107,bus_3572,275.0,-0.25335743724379906,1.0624150637579919,11,340,bus_3589,275.0,-0.22385478203744993,1.0648617155123072,11,ac,534.0,-602,2881,-744,2835,"LINESTRING (-602 2881, -744 2835)"
bus_3490-bus_3589-i_line_3490_to_3589_2_cp,1056,bus_3490,275.0,-0.06931740289935495,1.0636915724750553,11,340,bus_3589,275.0,-0.22385478203744993,1.0648617155123072,11,ac,745.0,-422,3036,-744,2835,"LINESTRING (-422 3036, -744 2835)"
bus_3490-bus_3589-i_line_3490_to_3589_1_cp,1056,bus_3490,275.0,-0.06931740289935495,1.0636915724750553,11,340,bus_3589,275.0,-0.22385478203744993,1.0648617155123072,11,ac,759.0,-422,3036,-744,2835,"LINESTRING (-422 3036, -744 2835)"
bus_3582-bus_3589-i_line_3582_to_3589_1_cp,1084,bus_3582,275.0,-0.2563672478944363,1.0536492981037135,11,340,bus_3589,275.0,-0.22385478203744993,1.0648617155123072,11,ac,560.0,-935,2649,-744,2835,"LINESTRING (-935 2649, -744 2835)"
bus_3545-bus_3589-i_line_3545_to_3589_1_cp,1327,bus_3545,275.0,-0.2546502267785985,1.0639368339734927,11,340,bus_3589,275.0,-0.22385478203744993,1.0648617155123072,11,ac,554.0,-600,3049,-744,2835,"LINESTRING (-600 3049, -744 2835)"
bus_3546-bus_3589-i_line_3546_to_3589_2_cp,1429,bus_3546,275.0,-0.2649832119896265,1.0567417138869781,11,340,bus_3589,275.0,-0.22385478203744993,1.0648617155123072,11,ac,577.0,-981,2560,-744,2835,"LINESTRING (-981 2560, -744 2835)"
bus_3546-bus_3589-i_line_3546_to_3589_1_cp,1429,bus_3546,275.0,-0.2649832119896265,1.0567417138869781,11,340,bus_3589,275.0,-0.22385478203744993,1.0648617155123072,11,ac,586.0,-981,2560,-744,2835,"LINESTRING (-981 2560, -744 2835)"
bus_3189-bus_3223-i_line_3189_to_3223_1_cp,1010,bus_3189,132.0,-0.4192916495594614,1.0206649884414536,8,342,bus_3223,132.0,-0.38418503630489215,1.0230088103256307,8,ac,225.0,-1369,7106,-1320,7005,"LINESTRING (-1369 7106, -1320 7005)"
bus_1102-bus_1103-i_line_1102_to_1103_1_cp,356,bus_1102,330.0,-0.022273878885440274,1.0441417322900985,4,343,bus_1103,330.0,-0.02349809903081908,1.0406343683645485,4,ac,679.0,1404,-1052,1446,-1310,"LINESTRING (1404 -1052, 1446 -1310)"
bus_4296-bus_4334-i_Dec27_line_4297_to_4334_1_dec,1300,bus_4296,66.0,0.9646846837754942,1.024117188985438,13,352,bus_4334,66.0,0.9677182559460834,1.0259605154977927,13,ac,166.0,-1884,-2362,-1759,-2530,"LINESTRING (-1884 -2362, -1759 -2530)"
bus_4138-bus_4149-i_line_4141_to_4149_1_cp,95,bus_4138,275.0,0.4616275162100701,0.9307584558905165,14,358,bus_4149,275.0,0.7890335322755946,0.9787890762553162,14,ac,536.0,-955,-2336,-1481,-2118,"LINESTRING (-955 -2336, -1481 -2118)"
bus_4139-bus_4149-i_line_4139_to_4140_2_RLC_merged_with_line_4140_to_4149_2_cp,375,bus_4139,275.0,0.44584104218684023,0.9297328692034296,14,358,bus_4149,275.0,0.7890335322755946,0.9787890762553162,14,ac,532.0,-952,-2323,-1481,-2118,"LINESTRING (-952 -2323, -1481 -2118)"
bus_4137-bus_4149-i_line_4146_to_4149_1_cp,404,bus_4137,275.0,0.972976792523375,1.0492667084918716,13,358,bus_4149,275.0,0.7890335322755946,0.9787890762553162,14,ac,578.0,-1782,-2384,-1481,-2118,"LINESTRING (-1782 -2384, -1481 -2118)"
bus_4131-bus_4149-i_line_4131_to_4149_1_cp,1808,bus_4131,275.0,0.9584543283666129,1.06298,13,358,bus_4149,275.0,0.7890335322755946,0.9787890762553162,14,ac,555.0,-1843,-2005,-1481,-2118,"LINESTRING (-1843 -2005, -1481 -2118)"
bus_2118-bus_2188-i_line_2118_to_2185_1_cp_merged_with_line_2173_to_2185_1_cp_merged_with_line_2173_to_2188_1_cp,1449,bus_2118,220.0,-0.46402072214922263,1.0303869215760735,7,359,bus_2188,220.0,-0.4724545072588414,1.059184840860841,7,ac,267.0,984,-3929,1076,-4331,"LINESTRING (984 -3929, 1076 -4331)"
bus_3161-bus_3285-i_line_3161_to_3285_1_cp,1242,bus_3161,132.0,-0.294014035081664,1.0536492981037135,8,361,bus_3285,132.0,-0.30038706322212244,1.03123,8,ac,171.0,-946,5782,-1065,5797,"LINESTRING (-946 5782, -1065 5797)"
bus_3002-bus_3285-i_line_3063_to_3285_1_cp,1547,bus_3002,132.0,-0.30299812811186555,1.0536492981037135,8,361,bus_3285,132.0,-0.30038706322212244,1.03123,8,ac,166.0,-1218,5893,-1065,5797,"LINESTRING (-1218 5893, -1065 5797)"
bus_1123-bus_1155-i_line_1123_to_1155_1_cp,159,bus_1123,330.0,-0.07959093097321956,1.0519134038254356,2,363,bus_1155,330.0,-0.09901860515804009,1.0468755876733495,2,ac,644.0,554,-7,368,-101,"LINESTRING (554 -7, 368 -101)"
bus_1179-bus_1200-i_line_1179_to_1200_3_cp,63,bus_1179,132.0,-0.1317282013205184,1.0943207795242897,2,364,bus_1200,132.0,-0.1374996212596494,1.092167641837969,2,ac,236.0,398,-61,528,-55,"LINESTRING (398 -61, 528 -55)"
bus_1169-bus_1529-i_line_1169_to_1529_1_cp,665,bus_1169,132.0,-0.34474168067526656,1.0509756737161298,3,365,bus_1529,132.0,-0.3463975352703034,1.050446067498993,3,ac,274.0,1269,-521,1191,-613,"LINESTRING (1269 -521, 1191 -613)"
bus_2210-bus_2294-i_line_2210_to_2294_1_cp,275,bus_2210,66.0,-0.4735283819392949,1.0522673135079084,6,371,bus_2294,66.0,-0.4769801249079057,1.0502837438226202,6,ac,95.0,430,-4263,426,-4322,"LINESTRING (430 -4263, 426 -4322)"
bus_2221-bus_2294-i_line_2221_to_2294_1_cp,1323,bus_2221,66.0,-0.48014108841183734,1.047832513684495,6,371,bus_2294,66.0,-0.4769801249079057,1.0502837438226202,6,ac,95.0,411,-4225,426,-4322,"LINESTRING (411 -4225, 426 -4322)"
bus_3094-bus_3516-i_line_3094_to_3516_2_cp,93,bus_3094,132.0,-0.5402970853932636,1.0006709572074781,8,372,bus_3516,132.0,-0.46397696448211684,1.0051966808891655,8,ac,182.0,-1895,6824,-1736,6747,"LINESTRING (-1895 6824, -1736 6747)"
bus_3094-bus_3516-i_line_3094_to_3516_1_cp,93,bus_3094,132.0,-0.5402970853932636,1.0006709572074781,8,372,bus_3516,132.0,-0.46397696448211684,1.0051966808891655,8,ac,185.0,-1895,6824,-1736,6747,"LINESTRING (-1895 6824, -1736 6747)"
bus_1099-bus_1121-i_line_1099_to_1121_1_cp,436,bus_1099,500.0,0.06793269241031377,1.0747930173806841,2,374,bus_1121,500.0,-0.04673297129084486,1.073454460035518,2,ac,1387.0,825,368,715,112,"LINESTRING (825 368, 715 112)"
bus_1097-bus_1121-i_line_1097_to_1121_2_cp,668,bus_1097,500.0,-0.07507725279910905,1.0682315324279201,2,374,bus_1121,500.0,-0.04673297129084486,1.073454460035518,2,ac,1375.0,789,-107,715,112,"LINESTRING (789 -107, 715 112)"
bus_1097-bus_1121-i_line_1097_to_1121_1_cp,668,bus_1097,500.0,-0.07507725279910905,1.0682315324279201,2,374,bus_1121,500.0,-0.04673297129084486,1.073454460035518,2,ac,1429.0,789,-107,715,112,"LINESTRING (789 -107, 715 112)"
bus_1193-bus_1464-i_line_1193_to_1464_1_cp,1273,bus_1193,132.0,-0.20136299261574386,1.0817086441614856,1,378,bus_1464,132.0,-0.23363581713424228,1.0693292049161143,1,ac,145.0,1179,1409,1318,1531,"LINESTRING (1179 1409, 1318 1531)"
bus_1356-bus_1464-i_line_1356_to_1464_1_cp,1976,bus_1356,132.0,-0.20771294382116812,1.0798014779041951,1,378,bus_1464,132.0,-0.23363581713424228,1.0693292049161143,1,ac,167.0,1264,1484,1318,1531,"LINESTRING (1264 1484, 1318 1531)"
bus_4176-bus_4184-i_line_4176_to_4184_1_cp,533,bus_4176,132.0,0.9228184229833147,1.0345281745832684,13,382,bus_4184,132.0,0.9183286514262721,1.0289053029336805,13,ac,162.0,-2223,-1226,-2137,-1434,"LINESTRING (-2223 -1226, -2137 -1434)"
bus_4177-bus_4184-i_line_4177_to_4184_1_cp,1046,bus_4177,132.0,0.8973574465554004,1.019500347384735,13,382,bus_4184,132.0,0.9183286514262721,1.0289053029336805,13,ac,164.0,-2135,-1327,-2137,-1434,"LINESTRING (-2135 -1327, -2137 -1434)"
bus_4180-bus_4184-i_line_4180_to_4184_1_cp,1271,bus_4180,132.0,0.7356633379096249,0.9634043234084966,13,382,bus_4184,132.0,0.9183286514262721,1.0289053029336805,13,ac,134.0,-2124,-1196,-2137,-1434,"LINESTRING (-2124 -1196, -2137 -1434)"
bus_3195-bus_3247-i_line_3195_to_3247_1_cp,906,bus_3195,132.0,-0.3176112918498757,1.0183840708176217,8,388,bus_3247,132.0,-0.31415488448835355,1.0331520786232147,8,ac,112.00000000000001,-1417,6057,-1408,6145,"LINESTRING (-1417 6057, -1408 6145)"
bus_3172-bus_3247-i_line_3172_to_3247_1_cp,1741,bus_3172,132.0,-0.3111385796070227,1.036920087833526,8,388,bus_3247,132.0,-0.31415488448835355,1.0331520786232147,8,ac,114.99999999999999,-1334,6180,-1408,6145,"LINESTRING (-1334 6180, -1408 6145)"
bus_3158-bus_3612-i_line_3158_to_3612_1_cp,1840,bus_3158,275.0,0.059650018122266876,1.0554790935884322,9,389,bus_3612,275.0,0.0554785342628852,1.0798299394286923,9,ac,778.0,307,3563,421,3575,"LINESTRING (307 3563, 421 3575)"
bus_3516-bus_3629-i_line_3516_to_3629_2_cp,372,bus_3516,132.0,-0.46397696448211684,1.0051966808891655,8,391,bus_3629,132.0,-0.46430885406401584,1.0055621794655778,8,ac,159.0,-1736,6747,-1873,6871,"LINESTRING (-1736 6747, -1873 6871)"
bus_4110-bus_4143-i_line_4110_to_4143_1_cp,863,bus_4110,275.0,1.1040580638590491,1.0390632654540972,13,393,bus_4143,275.0,1.0190060654478543,1.0509295267899381,13,ac,524.0,-2493,-1830,-2306,-1996,"LINESTRING (-2493 -1830, -2306 -1996)"
bus_4094-bus_4143-i_Dec6_line_4124_to_4143_1_dec,1171,bus_4094,275.0,1.0117435992398853,1.0535789757876575,13,393,bus_4143,275.0,1.0190060654478543,1.0509295267899381,13,ac,476.0,-2143,-2100,-2306,-1996,"LINESTRING (-2143 -2100, -2306 -1996)"
bus_4195-bus_4196-i_line_4195_to_4196_1_cp,234,bus_4195,132.0,0.9664104460772573,1.0534248912821331,12,394,bus_4196,132.0,0.9497068447464618,1.053223375588173,12,ac,155.0,-2613,-1157,-2527,-1019,"LINESTRING (-2613 -1157, -2527 -1019)"
bus_4126-bus_4196-i_line_4126_to_4196_1_cp,1240,bus_4126,132.0,0.9457938470959635,1.0507462818685074,12,394,bus_4196,132.0,0.9497068447464618,1.053223375588173,12,ac,153.0,-2594,-940,-2527,-1019,"LINESTRING (-2594 -940, -2527 -1019)"
bus_4190-bus_4196-i_line_4190_to_4196_1_cp,1992,bus_4190,132.0,0.9344533557829211,1.0489276820522317,12,394,bus_4196,132.0,0.9497068447464618,1.053223375588173,12,ac,127.0,-2378,-1162,-2527,-1019,"LINESTRING (-2378 -1162, -2527 -1019)"
bus_4112-bus_4137-i_Dec9_line_4129_to_4146_1_dec,402,bus_4112,275.0,1.037256255109364,1.052981098518803,13,404,bus_4137,275.0,0.972976792523375,1.0492667084918716,13,ac,669.0,-2004,-2596,-1782,-2384,"LINESTRING (-2004 -2596, -1782 -2384)"
bus_4145-bus_4137-i_line_4145_to_4146_1_cp,457,bus_4145,275.0,0.9640131787637686,1.0469676983228182,13,404,bus_4137,275.0,0.972976792523375,1.0492667084918716,13,ac,673.0,-1727,-2102,-1782,-2384,"LINESTRING (-1727 -2102, -1782 -2384)"
bus_4135-bus_4137-i_Dec13_line_4135_to_4137_1_dec,1610,bus_4135,275.0,0.9968354469274332,1.0526616336980938,13,404,bus_4137,275.0,0.972976792523375,1.0492667084918716,13,ac,701.0,-1965,-2388,-1782,-2384,"LINESTRING (-1965 -2388, -1782 -2384)"
bus_4189-bus_4193-i_line_4189_to_4193_1_cp,110,bus_4189,132.0,0.956478713609618,1.0219332239031884,13,407,bus_4193,132.0,0.9480262822242156,1.028142832194623,13,ac,165.0,-2270,-1492,-2249,-1373,"LINESTRING (-2270 -1492, -2249 -1373)"
bus_4192-bus_4193-i_line_4192_to_4193_1_cp,266,bus_4192,132.0,0.9480706988881735,1.0286655600502659,13,407,bus_4193,132.0,0.9480262822242156,1.028142832194623,13,ac,152.0,-2129,-1569,-2249,-1373,"LINESTRING (-2129 -1569, -2249 -1373)"
bus_4190-bus_4193-i_line_4190_to_4193_1_cp,1992,bus_4190,132.0,0.9344533557829211,1.0489276820522317,12,407,bus_4193,132.0,0.9480262822242156,1.028142832194623,13,ac,162.0,-2378,-1162,-2249,-1373,"LINESTRING (-2378 -1162, -2249 -1373)"
bus_1234-bus_1627-i_line_1370_to_1627_2_cp,14,bus_1234,132.0,-0.3316535946862748,1.0366595591793213,2,411,bus_1627,132.0,-0.33352416777882077,1.0363600131842572,2,ac,130.0,33,394,-334,403,"LINESTRING (33 394, -334 403)"
bus_1234-bus_1627-i_line_1370_to_1627_1_cp,14,bus_1234,132.0,-0.3316535946862748,1.0366595591793213,2,411,bus_1627,132.0,-0.33352416777882077,1.0363600131842572,2,ac,126.0,33,394,-334,403,"LINESTRING (33 394, -334 403)"
bus_1354-bus_1627-i_line_1354_to_1627_1_cp,187,bus_1354,132.0,-0.33381251870954814,1.0361546029517357,2,411,bus_1627,132.0,-0.33352416777882077,1.0363600131842572,2,ac,159.0,-379,380,-334,403,"LINESTRING (-379 380, -334 403)"
bus_1321-bus_1627-i_line_1321_to_1627_1_cp,1901,bus_1321,132.0,-0.3333619374425046,1.0363881380459672,2,411,bus_1627,132.0,-0.33352416777882077,1.0363600131842572,2,ac,151.0,-293,402,-334,403,"LINESTRING (-293 402, -334 403)"
bus_1330-bus_1382-i_line_1330_to_1382_1_cp,59,bus_1330,132.0,-0.34731393596515653,1.0513631746354433,3,417,bus_1382,132.0,-0.34770586624609157,1.0514292304648094,3,ac,263.0,1322,-444,1304,-378,"LINESTRING (1322 -444, 1304 -378)"
bus_1269-bus_1382-i_line_1272_to_1382_1_cp,768,bus_1269,132.0,-0.3474715464508724,1.0520431580125975,3,417,bus_1382,132.0,-0.34770586624609157,1.0514292304648094,3,ac,167.0,1296,-332,1304,-378,"LINESTRING (1296 -332, 1304 -378)"
bus_5071-bus_5072-i_line_5071_to_5072_1_cp,347,bus_5071,110.0,-0.32069845265670505,1.0579278558204834,15,418,bus_5072,110.0,-0.3244461791471252,1.0567422256828354,15,ac,119.0,889,-5317,819,-5329,"LINESTRING (889 -5317, 819 -5329)"
