bus_names,x,y
bus_3062,-151,5482
bus_5240,1125,-5907
bus_1423,1832,1817
bus_3152,-1185,5417
bus_3585,-522,4877
bus_4240,-2397,-2645
bus_1300,1103,-805
bus_3417,-1011,4895
bus_3261,405,3966
bus_4001,-2078,-2282
bus_5113,830,-5662
bus_5127,708,-5350
starbus_xf_3302_3304_3303_1,66,3102
bus_5218,1292,-5726
bus_3331,-1691,7364
bus_1525,713,160
bus_5228,1311,-5662
bus_1358,2877,2867
bus_2032,1337,-4214
bus_2039,305,-3604
bus_3338,-434,2896
bus_1259,-164,-511
bus_2246,1510,-4562
bus_2016,845,-3349
bus_3582,-935,2649
bus_5016,581,-5395
bus_5234,577,-6079
bus_3455,-1933,6862
bus_2300,490,-4179
bus_3541,741,3944
bus_3325,-1305,2188
starbus_xf_3358_3360_3361_1,-1532,3501
bus_4489,-2685,-2259
bus_1133,824,420
bus_4097,-3742,-1731
bus_3020,-776,4267
bus_4212,-1560,-1923
bus_2310,1429,-4466
bus_2249,472,-3932
bus_1648,2236,2578
bus_2187,1189,-3799
bus_1184,966,371
bus_1261,323,829
bus_2252,416,-4320
bus_3287,1311,4487
bus_3271,-580,2683
bus_4273,-2347,-3142
bus_2054,-309,-3712
bus_1249,1098,-2068
bus_2108,380,-3402
bus_3009,-1313,4068
bus_1404,1160,345
bus_2198,960,-3638
bus_1267,1034,-1680
bus_1505,574,-1161
bus_2036,1284,-4291
bus_3378,-422,2700
bus_3485,-837,5608
bus_2102,855,-1853
bus_1036,1257,1143
bus_3387,-1456,2485
bus_4422,-2467,-2697
bus_3018,-758,4083
bus_5033,609,-6237
starbus_xf_3362_3364_3363_1,-17,3141
bus_1138,597,315
bus_5061,1590,-5552
bus_5031,630,-6240
bus_3229,-635,3096
bus_1373,1380,-431
bus_2047,691,-4306
bus_4025,-2959,-1413
bus_1504,593,-1175
bus_1568,3,-187
bus_4217,-1094,-2136
bus_3475,-1177,4045
bus_5213,1161,-6181
bus_5149,1155,-5495
starbus_xf_1273_1572_1573_1,2120,2328
bus_1146,1058,1182
bus_3588,-536,4897
bus_4050,-2747,-1032
bus_4106,-2633,-1576
bus_4152,-912,-3273
bus_3385,-496,2609
bus_3616,568,3851
bus_2191,740,-1889
bus_3595,-702,3207
bus_3284,-1358,5009
bus_5104,745,-6429
bus_3435,599,3571
bus_5102,790,-6368
bus_1560,473,-20
bus_4103,-967,-3102
bus_1026,1948,2390
bus_2247,1534,-4493
bus_5089,1146,-6037
bus_1513,710,62
bus_2344,1404,-4399
bus_2234,766,-2913
starbus_xf_1097_1098_1162_1,789,-107
bus_3046,-988,5391
bus_5131,1251,-6104
bus_3260,-1100,6461
bus_3329,-1687,7268
bus_1430,243,911
bus_2070,1345,-4754
bus_2004,997,-3037
bus_2169,629,-2952
bus_3315,-890,4237
bus_4045,-2451,-1601
bus_4094,-2143,-2100
bus_3628,-1863,6796
bus_1126,1335,1359
bus_3489,-1252,6502
bus_4003,-4058,-1874
bus_4056,-2145,-3409
bus_3430,-147,4530
bus_4272,-2315,-3045
bus_1092,703,257
bus_4482,-2016,-3389
starbus_xf_1430_1502_1543_2,243,911
bus_3464,-1601,2924
bus_1262,991,1375
bus_4019,-2914,-2084
bus_5206,1446,-6186
bus_1185,238,527
bus_3398,-1821,2053
bus_1506,615,-1182
bus_4499,-898,-2826
bus_4321,-1880,-2134
bus_5134,1276,-6144
bus_1202,1080,1914
bus_3130,-1306,3114
bus_5186,1731,-5633
bus_3120,-535,5511
bus_4373,-2685,-1080
bus_5224,929,-6253
starbus_xf_3483_3558_3484_3,-822,5732
bus_3351,-533,4111
bus_1451,545,492
bus_3095,-1976,6884
bus_1574,-422,428
bus_2289,809,-3443
bus_5106,715,-6468
starbus_xf_3302_3304_3303_3,66,3102
bus_1209,2478,-1579
bus_3239,-446,4346
bus_3601,-747,2974
bus_5055,584,-5883
bus_2010,-25,-3913
bus_3214,-1137,2866
bus_1153,997,1100
bus_2322,961,-3351
bus_1263,89,-202
bus_3058,-1308,3419
bus_3419,-1444,4973
bus_5137,1725,-5846
bus_1085,-711,452
bus_3656,422,2892
bus_3402,-65,3166
bus_3198,-944,6649
bus_3365,-1266,2451
bus_3617,1122,4261
bus_1531,1701,1233
bus_4231,-2402,-3075
bus_3178,-1332,2344
bus_2338,1031,-4353
bus_4034,-2703,-2725
bus_4378,-2292,-3831
bus_3165,-1049,5738
bus_3283,-997,6898
bus_5097,1355,-6119
starbus_xf_4218_4392_4496_1,-897,-2567
bus_4318,-1715,-2814
bus_1334,1976,2090
bus_4046,-2458,-1623
bus_3336,44,3051
bus_4449,-2474,-3131
starbus_xf_3134_3135_3136_1,-1006,2471
bus_4126,-2594,-940
bus_4253,-1941,-3307
bus_3161,-946,5782
bus_3411,-327,2944
bus_5036,759,-5693
bus_5054,642,-5751
bus_5058,1584,-5507
starbus_xf_2145_2243_2306_1,326,-3443
bus_1587,1681,-2347
bus_2031,758,-1965
bus_2269,94,-4418
bus_4432,-2306,-3822
bus_3409,-1280,3508
bus_3392,-1090,3172
bus_1014,346,-1233
bus_3202,-751,6043
bus_5039,910,-5711
bus_1510,1869,1745
bus_3014,-891,2956
bus_1258,135,-454
bus_4154,-2383,-1796
bus_3605,-757,3287
bus_4483,-2056,-3852
bus_1177,723,-891
bus_4455,-1789,-2936
bus_1255,1977,-1315
bus_1073,1426,-1494
bus_1540,76,-134
bus_2012,1039,-2934
bus_2214,241,-3841
bus_2255,1320,-4352
bus_4180,-2124,-1196
bus_1081,787,739
bus_1193,1179,1409
bus_3396,-1030,3726
bus_3190,-791,6837
bus_1401,311,234
bus_5052,522,-5879
bus_1108,2426,-1595
bus_2351,110,-4266
bus_2077,-409,-3284
bus_5086,1461,-6328
bus_3614,895,4111
starbus_xf_4187_4230_4495_2,-2161,-871
bus_2235,821,-2923
bus_1162,839,-193
bus_1055,261,-3078
bus_2006,159,-4273
bus_2332,765,-2329
bus_3587,-557,4889
bus_1578,2502,2560
bus_3518,-1155,6151
bus_1116,1984,2351
bus_2082,220,-3218
bus_3495,-511,5376
bus_3274,-68,5301
bus_3556,-853,3865
bus_3381,-410,2650
bus_3525,348,3653
bus_1098,818,-295
bus_4296,-1884,-2362
bus_1009,276,-3103
bus_4156,-3361,-1633
bus_3373,-1606,3457
bus_5198,1106,-6069
starbus_xf_2191_2027_2028_3,740,-1889
bus_1312,2044,2249
bus_3607,380,3765
bus_3148,-1323,6690
bus_4475,-1738,-2895
bus_3547,-906,4002
bus_2062,1088,-3080
bus_1328,1753,-2399
bus_3375,-857,7043
bus_3465,-1552,2808
bus_3418,-911,4889
bus_3203,-995,3510
bus_4307,-1893,-2668
bus_1067,1761,-2378
bus_2021,771,-1954
bus_3259,-1099,6377
starbus_xf_1121_1123_1635_7,715,112
bus_1455,438,792
bus_2221,411,-4225
bus_4383,-2578,-1258
bus_4000,-2910,-1044
bus_3369,-512,4317
bus_3545,-600,3049
bus_3162,-960,5877
bus_1647,-170,484
starbus_xf_3226_3227_3228_1,-1030,3422
bus_2197,888,-4181
bus_1091,759,719
bus_1534,504,-544
bus_3618,1258,4394
bus_4275,-2291,-2954
bus_1159,1823,2202
bus_2275,637,-3026
bus_4309,-1668,-2916
starbus_xf_1148_1079_1080_4,1369,-1490
bus_4398,-3482,-1608
bus_1478,597,-481
bus_1252,875,144
bus_1532,899,491
starbus_xf_1148_1077_1078_3,1369,-1490
bus_1496,531,970
bus_4462,-2055,-2496
bus_2014,922,-3110
bus_2063,-101,-3147
bus_2339,334,-3643
bus_3645,-1163,3254
bus_1589,2052,2095
bus_2140,1017,-4276
bus_3449,-1719,7565
bus_1387,1118,-512
bus_3462,-1234,7046
bus_3023,-1314,5960
bus_5043,2004,-5764
starbus_xf_3231_3644_3645_1,-1064,3231
bus_2304,-388,-2854
bus_4425,-1919,-3912
bus_3236,-917,2805
starbus_xf_3492_3565_3495_1,-453,5410
bus_1112,795,-151
bus_1107,48,0
bus_1074,1419,-1517
bus_5116,1193,-5956
bus_1289,970,-499
bus_4409,-2543,-3249
bus_3300,1342,4456
bus_2239,105,-3527
bus_4153,-1009,-3162
bus_1649,537,1061
bus_3055,181,5298
bus_3174,-1425,4091
bus_2103,871,-4184
bus_1012,327,-1203
bus_2260,1368,-4310
bus_5133,1050,-6217
bus_3354,-564,4081
starbus_xf_2077_2205_2349_3,-409,-3284
bus_3438,371,3639
bus_3067,-937,6566
bus_3059,-1401,3455
bus_3341,-884,2464
bus_5006,1074,-5702
bus_1039,1345,-1629
bus_2209,-82,-3150
bus_3183,-1551,7483
bus_3633,-1147,2506
bus_2326,672,-4086
bus_1195,349,757
bus_4474,-1654,-2994
bus_1206,867,-1329
bus_4369,-2988,-1353
bus_2058,-267,-3784
bus_2127,786,-2975
bus_1071,795,-1987
bus_4388,-1410,-1956
bus_4421,-2336,-2734
bus_1477,1237,1469
bus_3270,-1045,6993
bus_4061,-2035,-2683
starbus_xf_4220_4074_4499_5,-898,-2745
bus_4407,-3407,-1849
bus_1486,1527,-552
bus_1559,1771,1914
bus_4048,-2481,-1600
bus_1396,1641,1447
bus_5074,1372,-5727
bus_2091,928,-3032
bus_2126,703,-2878
bus_1243,658,-372
bus_2128,340,-3787
bus_1576,861,-757
bus_2059,-275,-3768
bus_3399,-1830,2075
bus_3431,-250,4608
bus_4251,-2185,-3693
bus_5037,1044,-5875
bus_2178,900,-3575
bus_4216,-864,-2495
bus_1590,1022,203
bus_1460,1113,-471
starbus_xf_3362_3364_3363_2,-17,3141
bus_2231,941,-4072
bus_5067,1450,-5558
bus_1120,692,-193
bus_4014,-3051,-1943
bus_3546,-981,2560
starbus_xf_3359_3360_3361_2,-1519,3506
bus_1346,1167,325
bus_3115,-1450,6140
bus_2030,769,-1904
bus_3505,-444,2787
bus_1621,875,1476
bus_5144,1222,-5533
bus_4235,-2456,-2217
bus_5049,742,-5731
bus_3088,-1732,7269
bus_3028,-1233,4114
bus_1378,-457,-330
bus_1607,2576,2235
bus_4497,-867,-2792
bus_3242,-803,5828
bus_3624,-25,3843
bus_3151,-54,5307
bus_1593,2977,2908
bus_3443,-209,4591
bus_2118,984,-3929
bus_4036,-2719,-2698
bus_1136,2127,-1817
bus_4194,-2042,-1799
bus_4111,-3039,-1644
bus_2040,440,-4194
bus_1438,360,873
bus_3539,1329,4401
bus_4242,-2580,-975
bus_3149,-419,5506
bus_1049,727,601
bus_2282,101,-4289
bus_5223,1291,-6185
starbus_xf_3177_3179_3178_1,-1249,2385
bus_5090,898,-6262
bus_5132,1077,-6174
bus_1223,-253,-282
bus_3072,-1150,4053
bus_1522,-24,1461
bus_4268,-2189,-3543
bus_2328,689,-4097
bus_5064,1692,-5528
bus_3305,-1008,7062
bus_5017,853,-5363
starbus_xf_4031_4030_4029_1,-2169,-2688
bus_4172,-2715,-1346
starbus_xf_5088_5175_5241_4,1157,-6348
bus_2307,1400,-4609
starbus_xf_3628_3455_3453_1,-1863,6796
bus_3433,-1287,5502
bus_3466,-1562,2879
bus_2348,-437,-3349
bus_1229,1022,-1940
bus_3147,-828,6943
bus_1350,1684,-523
bus_3258,-631,5997
bus_4492,-3918,-1747
bus_1620,836,-1563
bus_1062,707,-1482
bus_1236,645,137
bus_2017,108,-3479
bus_5130,1138,-5920
bus_1599,-1094,1961
bus_3598,-714,4483
bus_1010,293,-3086
bus_5193,1390,-5771
bus_4471,-1565,-3205
bus_1551,753,586
bus_2347,-389,-3223
bus_4074,-921,-2853
bus_1284,295,758
bus_4280,-2056,-2473
bus_1406,485,488
bus_3324,-1281,2170
bus_4204,-1944,-1667
bus_1338,787,-513
bus_3498,-96,3624
bus_3311,-668,4073
bus_5150,904,-5344
bus_1639,1516,1724
bus_2215,167,-3906
bus_3650,647,2809
bus_5047,1837,-5960
bus_3016,-931,2995
bus_1100,910,619
bus_3389,-1451,2464
bus_1301,681,-960
bus_3170,-845,2971
bus_5168,971,-5848
bus_4413,-2093,-2592
bus_3231,-1064,3231
bus_2334,791,-2400
bus_4439,-2177,-3163
bus_3497,-101,3634
bus_1473,1459,1657
bus_4051,-3008,-349
bus_4441,-2214,-4008
bus_4434,-2098,-4013
bus_1306,2113,-1416
bus_1569,1157,-402
bus_2336,936,-4019
bus_1166,1073,-728
bus_4337,-2440,-2336
bus_2208,453,-3333
bus_1547,668,1050
bus_3168,-650,5604
bus_2206,880,-3494
bus_2296,71,-4088
bus_4219,-907,-2658
bus_1230,247,195
bus_2181,803,-3560
bus_3237,-472,4285
bus_1542,199,1000
bus_4453,-2227,-2610
bus_3103,-1510,4330
bus_1025,1612,-1106
bus_2321,880,-3719
bus_4385,-1450,-1717
bus_3002,-1218,5893
bus_3157,-1392,4828
bus_1237,2110,-1334
bus_3209,-881,6734
bus_4107,-2794,-1647
bus_5035,750,-5680
starbus_xf_3633_3514_3513_4,-1147,2506
bus_1402,1986,1943
bus_1265,785,983
bus_1335,2031,2351
bus_3042,76,5045
starbus_xf_3226_3227_3228_2,-1030,3422
bus_1156,682,204
bus_2022,769,-1980
bus_4012,-3043,-1993
bus_3647,-837,3342
bus_3606,-992,4175
bus_1128,396,-547
bus_1309,816,-697
bus_5197,1485,-6382
bus_4314,-1522,-3231
bus_1182,1536,1414
bus_4157,-3501,-1584
bus_5179,762,-5772
bus_3436,608,3514
bus_1150,644,526
bus_3102,-1446,4295
bus_3272,-134,5468
bus_4123,-2190,-2878
bus_4384,-2774,-1830
bus_4435,-2180,-3969
starbus_xf_5094_5202_5203_2,973,-6363
bus_2189,399,-3860
bus_3444,-307,3700
bus_4437,-2164,-4133
starbus_xf_1148_1075_1076_2,1369,-1490
bus_1299,2630,2721
bus_1019,915,383
bus_4233,-2260,-2230
bus_4460,-1886,-2512
bus_3211,-1228,6939
bus_2069,1355,-4754
bus_1544,1393,1164
bus_2201,574,-3521
bus_2111,540,-4107
bus_3116,-1254,4050
bus_4078,-932,-2934
bus_4116,-2530,-1665
bus_3506,-1055,3399
bus_1634,639,56
bus_4084,-2532,-1823
bus_1129,764,-346
bus_5185,1808,-5646
bus_4252,-1965,-3341
bus_4234,-2370,-2224
bus_1307,1900,-1313
bus_3013,-1406,4123
bus_5069,495,-5796
bus_4260,-2127,-4027
bus_4179,-2161,-1186
bus_4381,-1913,-2399
bus_1613,2144,1943
bus_4055,-2174,-3392
bus_4135,-1965,-2388
starbus_xf_4109_4357_4358_1,-2836,-1815
bus_3520,-936,3314
bus_3188,-1432,4432
bus_4301,-1695,-2902
bus_1324,758,-1418
bus_3295,562,3886
bus_2228,16,-3858
bus_3488,-1229,6494
bus_5162,805,-6131
bus_1472,1145,-823
bus_1629,1875,1982
bus_3316,-928,4294
starbus_xf_2200_2196_2305_2,-277,-2958
bus_3484,-852,5607
bus_4410,-2080,-2629
bus_1302,565,1391
bus_1188,166,565
starbus_xf_3379_3380_3381_3,-438,2691
bus_2278,1051,-3940
bus_4376,-2945,-395
bus_3029,-1272,4174
bus_1090,714,507
bus_4167,-3222,-1469
bus_1580,2801,2749
bus_1030,1305,-872
bus_4011,-3080,-1869
bus_1581,27,1398
bus_3445,-777,2968
bus_3463,-928,7430
bus_3074,-951,2806
bus_4391,-1119,-2113
bus_3414,-125,2966
bus_4230,-2163,-830
bus_2192,747,-2705
bus_1601,2833,2717
bus_2295,400,-3956
bus_3155,618,4166
bus_3308,-1705,2130
bus_1080,1435,-1548
bus_3644,-1158,3275
bus_4324,-1830,-2105
bus_5073,1449,-5728
bus_5191,1454,-5600
bus_2025,792,-1927
bus_3225,-2013,6902
bus_4454,-2158,-2672
bus_4466,-1915,-2749
bus_4009,-2568,-542
bus_4389,-1243,-1976
bus_5194,1629,-5829
bus_5203,960,-6395
bus_1548,686,-221
bus_3526,389,3622
bus_2222,479,-4185
bus_3289,1503,4551
bus_5098,1062,-6237
bus_1215,876,-435
bus_2044,676,-4257
bus_2204,-68,-3103
bus_2219,120,-4188
bus_3623,-816,3268
bus_4018,-2820,-2020
bus_4258,-2137,-3869
bus_4350,-2540,-632
bus_2072,35,-4579
starbus_xf_1588_1327_1068_2,1210,-2379
bus_3467,-1130,3182
bus_2161,348,-3879
bus_2232,929,-4072
bus_3277,-1035,5731
bus_3278,485,4116
bus_4405,-3395,-1862
starbus_xf_4104_4043_4044_3,-2402,-1656
bus_4243,-1970,-3309
bus_4288,-2148,-2427
bus_3359,-1519,3506
bus_4491,-3913,-1767
bus_2100,177,-4137
bus_2244,1502,-4440
bus_5155,814,-6003
bus_3117,-470,5484
bus_2060,1089,-3056
bus_2043,682,-4281
bus_1232,1097,-538
bus_4245,-1913,-3805
bus_3613,419,3556
bus_4115,-2628,-1613
bus_4225,-1983,-3864
bus_3050,123,5110
bus_1168,887,-2086
bus_3424,-211,3633
bus_2048,549,-4447
bus_2073,577,-4314
bus_3454,-1918,6944
bus_4313,-1550,-3113
bus_4218,-897,-2567
bus_5004,1010,-5711
starbus_xf_4257_4379_4434_2,-2063,-3911
bus_1149,721,682
bus_5161,678,-6194
bus_1652,16,475
bus_5042,888,-5675
bus_3008,-1477,4995
bus_2337,513,-3245
bus_3382,-541,4204
bus_3626,-1435,6262
starbus_xf_1097_1098_1161_2,789,-107
bus_4361,-3182,-1502
bus_1118,1300,-1557
bus_1502,178,981
bus_1454,1758,1455
starbus_xf_3371_3372_3373_1,-1496,3449
bus_5177,981,-6261
bus_4377,-2307,-3803
bus_3403,-17,3237
bus_1600,-1106,2014
bus_1567,1050,1444
bus_2257,869,-2937
bus_3303,147,3136
starbus_xf_1106_1167_1536_3,963,-2129
bus_3129,-1207,3092
bus_2158,988,-3853
bus_5192,722,-5364
bus_2019,776,-1869
bus_5140,976,-5663
bus_2238,314,-4087
bus_1640,553,-564
bus_1178,524,-60
bus_2002,51,-4179
bus_2009,263,-4291
bus_3172,-1334,6180
bus_4148,-1876,-2795
bus_4289,-2187,-2766
bus_3532,-1165,4217
bus_1326,579,-361
bus_1512,2085,2129
bus_2122,829,-3277
bus_1319,624,-2357
bus_1579,2310,2653
bus_4494,-2185,-816
bus_3069,-725,6053
bus_1633,1955,-1261
bus_1072,818,-2027
bus_2195,713,-2244
bus_5013,600,-5403
bus_1351,1714,1868
starbus_xf_4220_4394_4497_1,-898,-2745
bus_3437,600,3549
bus_4005,-3913,-1793
bus_1546,1251,1182
bus_3482,-982,5236
bus_3550,-918,4796
bus_1461,1115,-484
bus_4470,-1578,-3039
bus_1654,-611,449
bus_1114,1232,-816
bus_3137,493,4108
bus_1224,515,156
bus_3205,-1012,3485
bus_4174,-2561,-1437
bus_3077,-1074,6928
bus_5172,1502,-5586
bus_4412,-2075,-2656
bus_5216,1116,-5827
bus_5091,995,-6295
bus_4071,-1851,-1994
bus_3363,40,3209
bus_4109,-2836,-1815
bus_4349,-3038,-1544
bus_4276,-2075,-2558
bus_2298,380,-3478
bus_4429,-1987,-3446
bus_3504,-479,2780
bus_3322,-411,2737
bus_3648,503,3236
bus_4007,-2601,-564
bus_4238,-2202,-2504
bus_2129,165,-3371
bus_4057,-2100,-3196
bus_3591,-1070,5934
bus_3227,-1101,3486
bus_2018,786,-1878
bus_2015,857,-3331
bus_4450,-2358,-3007
bus_4345,-3575,-1572
bus_3075,-1029,2801
bus_2147,693,-3618
bus_1552,765,561
bus_2227,2,-3847
bus_4010,-3048,-1968
bus_3388,-1451,2507
bus_1241,450,985
bus_4041,-2457,-1657
bus_4443,-2318,-3521
bus_1212,710,-618
bus_5220,627,-5695
bus_3326,-1331,2135
bus_4131,-1843,-2005
bus_1305,853,-451
bus_2292,682,-4013
bus_3401,-896,6940
bus_1388,1114,-526
bus_5103,796,-6353
bus_3221,-1863,4969
bus_1132,897,993
bus_3248,-1173,6240
bus_1564,1563,-1055
bus_2320,869,-3729
bus_5200,834,-6302
bus_3043,94,5061
bus_2000,66,-4685
starbus_xf_2191_2018_2019_6,740,-1889
starbus_xf_4104_4041_4042_2,-2402,-1656
starbus_xf_2162_2271_2315_5,237,-3162
bus_5202,941,-6397
starbus_xf_1587_1328_1067_1,1681,-2347
bus_2045,671,-4290
bus_3179,-1336,2364
bus_3114,-1373,6081
bus_3191,-1368,7212
bus_3200,-909,6699
bus_5147,1079,-5510
bus_1523,736,625
bus_3394,-661,4211
bus_1480,858,-1966
bus_1503,2342,-1574
bus_3413,-187,2958
bus_1369,-473,449
bus_3420,-1407,5020
bus_3158,307,3563
bus_1405,1172,304
bus_3530,-1231,4614
bus_3039,43,4965
bus_3478,-1071,4053
bus_1003,769,804
bus_4344,-2551,-2153
bus_1228,-219,-287
bus_3380,-389,2652
bus_4013,-3078,-1895
bus_5233,769,-6046
bus_1217,433,-2941
bus_3517,-1629,6712
bus_2046,679,-4315
bus_5241,1162,-6405
bus_1140,828,-241
bus_1247,1128,-2184
bus_1336,901,1394
bus_3423,-243,3682
bus_4415,-2064,-2666
bus_1253,244,419
bus_1475,2136,-1462
bus_2117,889,-4202
bus_1572,2213,2386
bus_2035,1317,-4224
bus_1383,407,-1151
bus_4004,-3878,-1892
bus_1314,711,-970
bus_2245,1479,-4485
bus_4158,-3496,-1689
bus_1577,1032,-710
bus_1549,332,-22
bus_1419,2191,2245
bus_3415,-127,2990
bus_4079,-952,-2920
bus_4211,-1506,-1837
bus_5195,1325,-6234
bus_1139,1042,-2200
bus_3483,-822,5732
bus_4477,-1971,-2187
bus_5045,2045,-5746
bus_1479,893,-1656
bus_4064,-1778,-2620
bus_2164,937,-3740
bus_3054,120,5207
bus_4278,-1936,-2305
bus_1630,907,1571
bus_4082,-947,-3276
bus_5057,1417,-5541
bus_2095,959,-4023
bus_1125,978,-738
bus_2203,149,-3261
bus_1043,1324,-1614
bus_1027,2751,2808
bus_2145,326,-3443
bus_1447,2034,2210
starbus_xf_3231_3644_3645_2,-1064,3231
bus_5040,883,-5645
bus_4038,-2644,-2675
bus_2262,1307,-4462
bus_1297,837,-2208
bus_1321,-293,402
bus_4113,-2983,-1700
bus_3534,-938,3182
bus_4067,-1983,-3394
bus_1288,2161,-1359
bus_2211,411,-4354
bus_2092,1230,-3851
bus_4416,-2434,-2245
bus_1024,1660,-1046
bus_1119,912,-715
bus_5190,1531,-5566
bus_3360,-1593,3546
bus_2037,1274,-4304
bus_3487,-1243,6489
bus_4201,-1634,-2146
bus_1031,1078,-1731
bus_1281,882,-668
bus_2230,308,-4195
bus_2355,-1806,-942
bus_5214,1122,-6320
bus_2325,967,-3314
bus_3022,-1385,4213
bus_3309,-1686,2079
bus_1488,318,946
bus_1360,3055,2923
bus_1157,518,61
bus_4059,-2022,-2689
bus_5126,418,-5827
starbus_xf_1099_1100_1532_10,825,368
bus_3461,-738,6931
bus_4364,-2734,-1292
bus_2352,947,-4029
bus_3314,-852,4136
bus_2120,735,-2765
starbus_xf_2077_2205_2347_1,-409,-3284
bus_3651,721,2854
bus_5023,1281,-6229
bus_2229,994,-2933
bus_1317,816,-2090
bus_3038,-1716,4891
bus_5080,1233,-6112
bus_5018,860,-5378
starbus_xf_4257_4379_4434_3,-2063,-3911
bus_2033,1313,-4240
bus_2312,1064,-4051
bus_5207,1425,-6195
bus_1385,2167,2176
bus_2086,861,-4054
starbus_xf_3333_3336_3335_1,-26,3018
bus_2272,900,-4187
bus_3474,-1309,2283
bus_4408,-3396,-1813
bus_1597,-1096,1993
bus_1130,734,-379
bus_4433,-2221,-3419
starbus_xf_1617_1027_1619_2,2829,2850
bus_3215,-1170,6962
bus_4203,-3043,-1564
bus_4367,-2963,-1268
bus_1075,1455,-1491
bus_3056,-996,2948
bus_4430,-1942,-3404
bus_3134,-1006,2471
bus_4274,-2439,-3222
bus_3233,-1195,4623
bus_2268,10,-3687
bus_4254,-2249,-3731
bus_4457,-2087,-2335
bus_5182,569,-5783
bus_1345,708,82
bus_1205,141,-289
starbus_xf_1148_1073_1074_1,1369,-1490
bus_4241,-2313,-2476
bus_3141,-1145,6756
bus_3019,-763,4172
bus_1356,1264,1484
bus_3357,-274,3142
bus_4317,-1644,-2907
bus_1151,1130,-1867
bus_2005,172,-4271
bus_3021,-1296,4156
bus_4393,-942,-2695
bus_3439,377,3571
bus_4417,-2522,-2247
bus_1616,2815,2889
bus_3125,-1373,2400
bus_5010,1046,-5556
bus_3011,-1396,4072
bus_1575,1044,-449
bus_2011,-3,-3934
bus_4162,-3933,-1814
bus_4190,-2378,-1162
bus_1343,1480,-358
bus_2094,965,-4006
bus_1615,2611,-1775
bus_3156,571,4159
bus_4442,-2244,-3630
bus_3500,-139,3745
bus_1313,173,819
