number,name,base_voltage,angle,magnitude,area,x,y,cluster,area_code,sub_region
120,bus_1126,330.0,0.1149135719274145,1.0307221646647158,1,1335,1359,2,2,CNSW
87,bus_1092,500.0,-0.1062833260423493,1.047427455654175,1,703,257,2,2,CNSW
10026,starbus_xf_1430_1502_1543_2,132.0,0.0,1.0,1,243,911,2,2,CNSW
255,bus_1262,132.0,-0.1570161608171888,1.0544496735296842,1,991,1375,0,1,NNSW
178,bus_1185,132.0,-0.2899217003443156,1.0228567733458054,1,238,527,2,2,CNSW
496,bus_1506,11.0,0.0625096268452944,1.0312614872042782,1,615,-1182,1,4,SNSW
195,bus_1202,132.0,-0.1955280439731781,1.052650637731582,1,1080,1914,0,1,NNSW
442,bus_1451,132.0,-0.2813739178726219,1.0436523615605755,1,545,492,2,2,CNSW
562,bus_1574,33.0,-0.2967736953163967,1.0749817574599954,1,-422,428,2,2,CNSW
202,bus_1209,66.0,0.1702171208258784,1.0458618820133856,1,2478,-1579,1,4,SNSW
146,bus_1153,330.0,-0.1030823268744825,1.0062080935474935,1,997,1100,2,2,CNSW
256,bus_1263,132.0,-0.1436046114171071,1.045947803572013,1,89,-202,2,2,CNSW
80,bus_1085,11.0,-0.2328811607493434,1.04206,1,-711,452,2,2,CNSW
520,bus_1531,33.0,0.0926982236081093,1.1002243906109237,1,1701,1233,2,2,CNSW
327,bus_1334,132.0,0.0164150023331154,1.021462269930672,1,1976,2090,0,1,NNSW
575,bus_1587,66.0,0.3436195621720357,1.0297917236103422,1,1681,-2347,1,4,SNSW
15,bus_1014,0.6899999999999998,0.1461528531881444,1.0126,1,346,-1233,1,4,SNSW
500,bus_1510,66.0,0.0688817721707757,1.003201335710484,1,1869,1745,0,1,NNSW
251,bus_1258,132.0,-0.264370777243588,1.023523274585203,1,135,-454,2,2,CNSW
170,bus_1177,132.0,-0.010243989015746,1.0281270696248392,1,723,-891,1,4,SNSW
248,bus_1255,132.0,0.1433664047498309,1.0182241194349204,1,1977,-1315,1,4,SNSW
68,bus_1073,12.5,0.3547006063242059,0.9711622200555295,1,1426,-1494,1,4,SNSW
529,bus_1540,11.0,-0.1708574968840562,1.0277058832719672,1,76,-134,2,2,CNSW
76,bus_1081,23.0,0.019445049088033,1.01885,1,787,739,2,2,CNSW
186,bus_1193,132.0,-0.1440168106473148,1.0624417900467933,1,1179,1409,0,1,NNSW
393,bus_1401,132.0,-0.2565264964937181,1.0378809310984043,1,311,234,2,2,CNSW
103,bus_1108,132.0,0.2379440645470677,1.0489657900475855,1,2426,-1595,1,4,SNSW
155,bus_1162,33.0,0.0087222313774301,1.0327391500435603,1,839,-193,2,2,CNSW
53,bus_1055,22.0,0.4027060279164897,1.0272722590769332,1,261,-3078,1,5,WNV
566,bus_1578,66.0,0.1479905531088698,1.038945468012293,1,2502,2560,0,1,NNSW
111,bus_1116,330.0,0.1799789553813472,1.047584860016429,1,1984,2351,0,1,NNSW
93,bus_1098,330.0,0.0069576191795268,1.0288334040629687,1,818,-295,2,2,CNSW
10,bus_1009,11.0,0.3659714659200462,1.029636322187869,1,276,-3103,1,5,WNV
305,bus_1312,132.0,0.1868720661951861,1.033280419109938,1,2044,2249,0,1,NNSW
321,bus_1328,132.0,0.38361748212537,0.915518043429878,1,1753,-2399,1,4,SNSW
62,bus_1067,11.0,0.3846932038853946,0.91609,1,1761,-2378,1,4,SNSW
10014,starbus_xf_1121_1123_1635_7,500.0,0.0,1.0,1,715,112,2,2,CNSW
446,bus_1455,132.0,-0.2966907436587591,1.0320255058131067,1,438,792,2,2,CNSW
632,bus_1647,11.0,-0.3653473491051606,1.0041449392673192,1,-170,484,2,2,CNSW
86,bus_1091,330.0,-0.0746611523962938,1.019293048648907,1,759,719,2,2,CNSW
523,bus_1534,11.0,-0.4511451433206742,1.0083281576238008,1,504,-544,2,2,CNSW
152,bus_1159,132.0,0.2246290055132944,1.0258323578063713,1,1823,2202,0,1,NNSW
10018,starbus_xf_1148_1079_1080_4,330.0,0.0,1.0,1,1369,-1490,1,4,SNSW
469,bus_1478,132.0,-0.3331715378876511,1.0461152400004554,1,597,-481,2,2,CNSW
245,bus_1252,132.0,-0.2569476867826208,1.0354027519034812,1,875,144,3,3,SNW
521,bus_1532,33.0,0.116157994800253,1.0369462108878549,1,899,491,2,2,CNSW
10017,starbus_xf_1148_1077_1078_3,330.0,0.0,1.0,1,1369,-1490,1,4,SNSW
487,bus_1496,132.0,-0.1729620967338143,1.0360002483400574,1,531,970,2,2,CNSW
577,bus_1589,33.0,-0.0038269824886013,1.0457949631597403,1,2052,2095,0,1,NNSW
107,bus_1112,330.0,-0.1767888659650969,1.031637882918312,1,795,-151,3,3,SNW
102,bus_1107,330.0,-0.2072737916778566,1.0362767131245694,1,48,0,2,2,CNSW
69,bus_1074,12.5,0.3945496639481823,0.96354,1,1419,-1517,1,4,SNSW
634,bus_1649,11.0,-0.2724411828745607,1.0131780720073271,1,537,1061,2,2,CNSW
13,bus_1012,0.6899999999999998,0.1643476390522071,1.01546,1,327,-1203,1,4,SNSW
38,bus_1039,15.4,0.5072002108631838,0.97805,1,1345,-1629,1,4,SNSW
188,bus_1195,132.0,-0.2048402919385926,1.0435518438562257,1,349,757,2,2,CNSW
199,bus_1206,132.0,0.1934263190518363,1.0399560701958817,1,867,-1329,1,4,SNSW
66,bus_1071,15.75,0.6283782845396302,1.06354,1,795,-1987,1,4,SNSW
468,bus_1477,132.0,-0.1491587864049698,1.0593802208492682,1,1237,1469,0,1,NNSW
477,bus_1486,132.0,-0.3230297156777396,1.0511296108968446,1,1527,-552,3,3,SNW
548,bus_1559,66.0,-0.103068455312656,0.9877625010040229,1,1771,1914,0,1,NNSW
388,bus_1396,132.0,0.0546655048141433,1.0410862332897213,1,1641,1447,2,2,CNSW
236,bus_1243,132.0,-0.3346905212498557,1.046635023993176,1,658,-372,2,2,CNSW
564,bus_1576,33.0,-0.3508225846987397,1.0393146009526613,1,861,-757,1,4,SNSW
578,bus_1590,66.0,-0.2440215449982174,1.0089011988128895,1,1022,203,3,3,SNW
115,bus_1120,330.0,-0.1439284242334962,1.0357975972550688,1,692,-193,2,2,CNSW
339,bus_1346,132.0,-0.2228307103168239,1.0162100807365908,1,1167,325,3,3,SNW
609,bus_1621,132.0,-0.1733767824611282,1.0520311634265047,1,875,1476,0,1,NNSW
370,bus_1378,132.0,-0.1582522118455127,1.0251315983253455,1,-457,-330,2,2,CNSW
595,bus_1607,33.0,0.179730615131871,0.953763957511228,1,2576,2235,0,1,NNSW
581,bus_1593,132.0,0.1611636595455889,1.0224735878110327,1,2977,2908,0,1,NNSW
129,bus_1136,132.0,0.4640594905758883,1.0147465714050727,1,2127,-1817,1,4,SNSW
430,bus_1438,132.0,-0.3035860442408314,1.0309812157510092,1,360,873,2,2,CNSW
47,bus_1049,15.0,-0.1127546754416168,1.024368058951333,1,727,601,2,2,CNSW
216,bus_1223,132.0,-0.1495615891991313,1.0285329399192638,1,-253,-282,2,2,CNSW
511,bus_1522,33.0,-0.219625579885577,1.0760494684867072,1,-24,1461,0,1,NNSW
222,bus_1229,132.0,0.37643101803813,1.043676916824275,1,1022,-1940,1,4,SNSW
343,bus_1350,132.0,-0.3230039810081332,1.0504062330208537,1,1684,-523,3,3,SNW
608,bus_1620,66.0,0.2176399291816498,1.0455851845856805,1,836,-1563,1,4,SNSW
60,bus_1062,12.0,0.2463127290766591,1.0441291959448833,1,707,-1482,1,4,SNSW
229,bus_1236,132.0,-0.2546288581784802,1.036486404535581,1,645,137,2,2,CNSW
587,bus_1599,66.0,0.1896374946039596,1.0138023160347798,1,-1094,1961,0,1,NNSW
11,bus_1010,11.0,0.3659714198679339,1.0296362949894846,1,293,-3086,1,5,WNV
540,bus_1551,33.0,-0.1121689435160226,1.0558754035717912,1,753,586,2,2,CNSW
277,bus_1284,132.0,-0.3234266680460919,1.028641930554959,1,295,758,2,2,CNSW
398,bus_1406,132.0,-0.2898475152040647,1.0395868881997736,1,485,488,2,2,CNSW
331,bus_1338,132.0,-0.2809675817252655,1.0307667540472405,1,787,-513,2,2,CNSW
627,bus_1639,33.0,-0.1945044307954224,1.0666765556926188,1,1516,1724,0,1,NNSW
95,bus_1100,330.0,0.1153689819851254,1.034813928084693,1,910,619,2,2,CNSW
294,bus_1301,132.0,-0.0727949038920109,1.0182793447947824,1,681,-960,1,4,SNSW
464,bus_1473,132.0,-0.1574822682845511,1.0089585120727014,1,1459,1657,0,1,NNSW
299,bus_1306,132.0,0.1429050290477068,1.0194770127116235,1,2113,-1416,1,4,SNSW
159,bus_1166,132.0,-0.0863137059460415,1.0232384724272956,1,1073,-728,3,3,SNW
536,bus_1547,11.0,-0.2694768479699533,1.0011916569608263,1,668,1050,2,2,CNSW
223,bus_1230,132.0,-0.255078479022247,1.0368372545868585,1,247,195,2,2,CNSW
531,bus_1542,11.0,-0.2410023542971141,1.029453834974849,1,199,1000,2,2,CNSW
26,bus_1025,0.6899999999999998,0.1734377481182616,1.08759,1,1612,-1106,1,4,SNSW
230,bus_1237,132.0,0.1345952067676698,1.0158374083044128,1,2110,-1334,1,4,SNSW
394,bus_1402,132.0,0.1246898533705062,1.0385623702505455,1,1986,1943,0,1,NNSW
258,bus_1265,132.0,-0.3074791574612807,1.034586090570881,1,785,983,2,2,CNSW
328,bus_1335,132.0,0.1306856842894772,1.026440560604787,1,2031,2351,0,1,NNSW
149,bus_1156,500.0,0.0585942185590219,1.0597865293552975,1,682,204,2,2,CNSW
122,bus_1128,132.0,-0.3386351579428173,1.045682106346644,1,396,-547,2,2,CNSW
302,bus_1309,132.0,-0.3338108394386574,1.0465001204496274,1,816,-697,3,3,SNW
175,bus_1182,132.0,0.074286503740636,1.053454900653084,1,1536,1414,2,2,CNSW
143,bus_1150,330.0,-0.2021152746539492,1.0280674964539105,1,644,526,2,2,CNSW
10016,starbus_xf_1148_1075_1076_2,330.0,0.0,1.0,1,1369,-1490,1,4,SNSW
292,bus_1299,132.0,0.1778554169728183,1.014696050495394,1,2630,2721,0,1,NNSW
20,bus_1019,23.0,0.2381056460734176,1.02332,1,915,383,3,3,SNW
533,bus_1544,33.0,0.0969247683864498,1.1057845099743844,1,1393,1164,2,2,CNSW
622,bus_1634,33.0,-0.0170002047893348,1.0383817510089612,1,639,56,2,2,CNSW
123,bus_1129,132.0,-0.3347373112635718,1.0467036818024364,1,764,-346,2,2,CNSW
300,bus_1307,132.0,0.1462495095577816,1.0196711630929016,1,1900,-1313,1,4,SNSW
601,bus_1613,66.0,0.1316986351626273,1.0069522126167116,1,2144,1943,0,1,NNSW
317,bus_1324,132.0,0.2145650890104994,1.0476037399691698,1,758,-1418,1,4,SNSW
463,bus_1472,132.0,-0.0772723235811994,1.020832159543594,1,1145,-823,3,3,SNW
617,bus_1629,33.0,-0.0810693262308472,1.0379786067167078,1,1875,1982,0,1,NNSW
295,bus_1302,132.0,-0.1639101241766683,1.0513160273004831,1,565,1391,0,1,NNSW
181,bus_1188,132.0,-0.2899738388344223,1.0231899205453,1,166,565,2,2,CNSW
85,bus_1090,500.0,-0.0462616998846921,1.0412966199698233,1,714,507,2,2,CNSW
568,bus_1580,66.0,0.1453940871342137,1.0450795543580365,1,2801,2749,0,1,NNSW
30,bus_1030,16.0,0.0821417183775247,1.01913,1,1305,-872,1,4,SNSW
569,bus_1581,33.0,-0.2194402904239056,1.076867372968794,1,27,1398,0,1,NNSW
589,bus_1601,66.0,0.1426307710749146,1.0424389191789956,1,2833,2717,0,1,NNSW
75,bus_1080,12.5,0.4117359976869514,1.02419,1,1435,-1548,1,4,SNSW
537,bus_1548,66.0,-0.257225648395975,1.0028156799442678,1,686,-221,2,2,CNSW
10028,starbus_xf_1588_1327_1068_2,66.0,0.0,1.0,1,1210,-2379,1,4,SNSW
161,bus_1168,132.0,0.3494775551076236,1.0824015001190457,1,887,-2086,1,4,SNSW
142,bus_1149,330.0,-0.0957989423291309,1.025077786,1,721,682,2,2,CNSW
637,bus_1652,33.0,-0.2796545216476611,1.031911206741782,1,16,475,2,2,CNSW
10004,starbus_xf_1097_1098_1161_2,500.0,0.0,1.0,1,789,-107,2,2,CNSW
113,bus_1118,330.0,0.389103365988397,1.025964178568837,1,1300,-1557,1,4,SNSW
492,bus_1502,66.0,-0.2421797754714454,1.0289679231930744,1,178,981,2,2,CNSW
445,bus_1454,132.0,0.0134062539756152,1.013904443571623,1,1758,1455,2,2,CNSW
588,bus_1600,66.0,0.1865229408780251,1.011370490214601,1,-1106,2014,0,1,NNSW
555,bus_1567,33.0,-0.222792427615582,1.0309852351271538,1,1050,1444,0,1,NNSW
10008,starbus_xf_1106_1167_1536_3,330.0,0.0,1.0,1,963,-2129,1,4,SNSW
628,bus_1640,11.0,-0.4702521144879659,0.9725150409612244,1,553,-564,2,2,CNSW
171,bus_1178,132.0,-0.2343726242354191,1.0365646198609182,1,524,-60,2,2,CNSW
319,bus_1326,132.0,-0.3302287391329887,1.0453241536544269,1,579,-361,2,2,CNSW
502,bus_1512,66.0,0.1690148181989131,1.0358432940454203,1,2085,2129,0,1,NNSW
312,bus_1319,33.0,0.2630516870168579,1.015261549583419,1,624,-2357,1,5,WNV
567,bus_1579,66.0,0.0934533755313286,1.0299692314781874,1,2310,2653,0,1,NNSW
621,bus_1633,66.0,0.1007199954435831,0.9991419711921518,1,1955,-1261,1,4,SNSW
67,bus_1072,15.75,0.6308223753375204,1.06263,1,818,-2027,1,4,SNSW
344,bus_1351,132.0,-0.0861380147391373,1.0036059444412158,1,1714,1868,0,1,NNSW
535,bus_1546,33.0,0.1105369388380766,1.058691260790381,1,1251,1182,2,2,CNSW
639,bus_1654,33.0,-0.3342234931673301,1.009428203871377,1,-611,449,2,2,CNSW
109,bus_1114,330.0,-6.887524376633373e-05,1.0226182481800357,1,1232,-816,1,4,SNSW
217,bus_1224,132.0,-0.2531026365005307,1.0361221281021893,1,515,156,2,2,CNSW
541,bus_1552,33.0,-0.1121689435160217,1.055875403571792,1,765,561,2,2,CNSW
234,bus_1241,132.0,-0.1641087137554769,1.0496382631430727,1,450,985,2,2,CNSW
205,bus_1212,132.0,-0.3331133675448592,1.0463731553350188,1,710,-618,2,2,CNSW
298,bus_1305,132.0,-0.2850781406177493,1.0325355755159726,1,853,-451,2,2,CNSW
126,bus_1132,330.0,-0.0918220315583839,1.010927308377204,1,897,993,2,2,CNSW
553,bus_1564,33.0,0.1694860556786891,1.022209967588398,1,1563,-1055,1,4,SNSW
10027,starbus_xf_1587_1328_1067_1,66.0,0.0,1.0,1,1681,-2347,1,4,SNSW
512,bus_1523,33.0,-0.0683581877182145,1.0232744868170418,1,736,625,2,2,CNSW
471,bus_1480,132.0,0.5062269580517954,1.072160829147553,1,858,-1966,1,4,SNSW
493,bus_1503,66.0,0.1935311456954474,1.0411074268670266,1,2342,-1574,1,4,SNSW
361,bus_1369,33.0,-0.3393241249946007,1.006628642900223,1,-473,449,2,2,CNSW
397,bus_1405,132.0,-0.2227010482892099,1.0158356298417712,1,1172,304,3,3,SNW
4,bus_1003,23.0,0.0277298505538339,1.02626,1,769,804,2,2,CNSW
221,bus_1228,132.0,-0.1476105655654093,1.0294452597776704,1,-219,-287,2,2,CNSW
210,bus_1217,220.0,0.3610745402532158,1.039497299733625,1,433,-2941,1,5,WNV
133,bus_1140,330.0,-0.195312525089254,1.034771480601476,1,828,-241,2,2,CNSW
240,bus_1247,132.0,0.3478863464033206,1.040072011189474,1,1128,-2184,1,4,SNSW
329,bus_1336,132.0,-0.1697612048434905,1.049858643253906,1,901,1394,0,1,NNSW
246,bus_1253,132.0,-0.2746075203510306,1.043758759400106,1,244,419,2,2,CNSW
466,bus_1475,132.0,0.1479374603006712,1.0222325336821152,1,2136,-1462,1,4,SNSW
560,bus_1572,66.0,0.109566652910412,1.050829557087914,1,2213,2386,0,1,NNSW
375,bus_1383,33.0,0.1296461084395109,1.01096105847678,1,407,-1151,1,4,SNSW
307,bus_1314,132.0,-0.0372894331902995,1.013449198464946,1,711,-970,1,4,SNSW
565,bus_1577,33.0,-0.4119483382198841,1.0324422381518732,1,1032,-710,3,3,SNW
538,bus_1549,66.0,-0.0859291679641406,1.0499405313663484,1,332,-22,2,2,CNSW
411,bus_1419,132.0,0.0762209842830725,1.0453251972450015,1,2191,2245,0,1,NNSW
132,bus_1139,132.0,0.3240000833374543,1.0285958942025917,1,1042,-2200,1,4,SNSW
470,bus_1479,132.0,0.396987218202065,1.04656815697692,1,893,-1656,1,4,SNSW
618,bus_1630,132.0,-0.1869838283983803,1.0518629825662682,1,907,1571,0,1,NNSW
119,bus_1125,330.0,0.0868905302359786,1.0224948226475856,1,978,-738,1,4,SNSW
42,bus_1043,15.4,0.5128262872972581,0.98556,1,1324,-1614,1,4,SNSW
28,bus_1027,132.0,0.186809624980916,1.02449,1,2751,2808,0,1,NNSW
439,bus_1447,132.0,0.1010296029077039,1.0487362623907688,1,2034,2210,0,1,NNSW
290,bus_1297,132.0,0.2984994084086807,1.0292814706209357,1,837,-2208,1,4,SNSW
314,bus_1321,132.0,-0.2757574572421168,1.0274795427367598,1,-293,402,2,2,CNSW
281,bus_1288,132.0,0.1339382221042622,1.0152391779693697,1,2161,-1359,1,4,SNSW
25,bus_1024,0.6899999999999998,0.1922114778182673,1.07705,1,1660,-1046,1,4,SNSW
114,bus_1119,330.0,0.0082501507409181,1.0263938121238003,1,912,-715,2,2,CNSW
31,bus_1031,11.0,0.4340348471151027,0.95282,1,1078,-1731,1,4,SNSW
274,bus_1281,132.0,-0.3049483694896031,1.0409000730421858,1,882,-668,3,3,SNW
479,bus_1488,132.0,-0.3081644259807004,1.0285529976080636,1,318,946,2,2,CNSW
352,bus_1360,132.0,0.1468832075799417,1.0238671911797608,1,3055,2923,0,1,NNSW
150,bus_1157,330.0,0.0361189852798846,1.0521324527610978,1,518,61,2,2,CNSW
10006,starbus_xf_1099_1100_1532_10,500.0,0.0,1.0,1,825,368,2,2,CNSW
310,bus_1317,132.0,0.3129924681353617,1.060901708393962,1,816,-2090,1,4,SNSW
377,bus_1385,132.0,0.180011397438526,1.0361546150932957,1,2167,2176,0,1,NNSW
585,bus_1597,66.0,0.1909204114972344,1.0149999411157071,1,-1096,1993,0,1,NNSW
124,bus_1130,132.0,-0.3380407308391245,1.0469133881908312,1,734,-379,2,2,CNSW
10030,starbus_xf_1617_1027_1619_2,66.0,0.0,1.0,1,2829,2850,0,1,NNSW
70,bus_1075,12.5,0.4012738718469082,0.97025,1,1455,-1491,1,4,SNSW
338,bus_1345,132.0,-0.0967055030526576,1.0566278278135244,1,708,82,2,2,CNSW
198,bus_1205,132.0,-0.086648354732841,1.050322532483244,1,141,-289,2,2,CNSW
10015,starbus_xf_1148_1073_1074_1,330.0,0.0,1.0,1,1369,-1490,1,4,SNSW
348,bus_1356,132.0,-0.1482525928785295,1.0601256324270432,1,1264,1484,0,1,NNSW
144,bus_1151,330.0,0.3944003535864445,1.052733411552958,1,1130,-1867,1,4,SNSW
604,bus_1616,66.0,0.1794970548680187,1.0085473387607082,1,2815,2889,0,1,NNSW
336,bus_1343,132.0,-0.3234035436490153,1.0510810721138986,1,1480,-358,3,3,SNW
603,bus_1615,33.0,0.1796326882679768,1.0057496165660929,1,2611,-1775,1,4,SNSW
306,bus_1313,132.0,-0.2439549114985935,1.025774620014638,1,173,819,2,2,CNSW
980,bus_2349,33.0,0.5412048885667405,1.0171196839677776,2,-382,-3237,1,5,WNV
928,bus_2293,66.0,0.3329295560333701,1.013106228624794,2,779,-2299,1,4,SNSW
859,bus_2224,66.0,0.2860195370878816,1.0089384409055828,2,1013,-4025,0,7,SEV
891,bus_2256,66.0,0.374580939186286,0.9909058445427912,2,907,-2953,2,6,MEL
815,bus_2179,220.0,0.3574852066494032,1.042083523181313,2,280,-3311,1,5,WNV
981,bus_2350,11.0,0.347611885774984,1.032601100746665,2,216,-3308,1,5,WNV
916,bus_2281,66.0,0.5927952236957148,0.999581958136914,2,170,-3726,2,6,MEL
843,bus_2207,500.0,0.4908295574247858,1.0422310028446866,2,729,-3348,2,6,MEL
664,bus_2020,17.0,0.4154086337129833,0.9697765878035888,2,762,-1940,1,5,WNV
912,bus_2277,66.0,0.2607256256159917,1.0468356772716632,2,1059,-3919,0,7,SEV
673,bus_2029,15.0,0.4045224151609851,0.971638418463642,2,780,-1912,1,5,WNV
925,bus_2290,66.0,0.2857319608958882,1.016996213047065,2,810,-3479,2,6,MEL
964,bus_2333,11.0,0.3088874282104344,1.0052258933470457,2,800,-2378,1,5,WNV
751,bus_2113,220.0,0.3863506563456628,1.0293753296471235,2,805,-3646,2,6,MEL
704,bus_2065,11.0,0.5167524158671104,0.9956018013365407,2,1372,-4478,0,7,SEV
852,bus_2216,66.0,0.4549670542025615,0.98226463871167,2,91,-3833,2,6,MEL
966,bus_2335,22.0,0.4663295079790673,0.9734332564936632,2,950,-4005,0,7,SEV
876,bus_2241,66.0,0.2516696816046186,1.0465266443236003,2,1104,-4052,0,7,SEV
973,bus_2342,33.0,0.7690286040681953,1.0593435272358536,2,-281,-3625,1,5,WNV
772,bus_2136,220.0,0.487346131921534,1.0052295701868754,2,900,-4034,0,7,SEV
734,bus_2096,66.0,0.6211618733422984,1.1191266001439897,2,144,-4164,2,6,MEL
717,bus_2078,22.0,0.6382217482880271,0.981516098615954,2,-482,-3533,1,5,WNV
822,bus_2186,220.0,0.5144939234753148,1.0024287945958177,2,933,-3922,0,7,SEV
835,bus_2199,500.0,0.5929720259060416,1.0365619856178674,2,1007,-3430,2,6,MEL
682,bus_2038,10.5,0.7526134005522165,0.94763,2,1263,-4302,0,7,SEV
707,bus_2068,66.0,0.7317727572008558,0.9999037036198694,2,1328,-4651,0,7,SEV
757,bus_2121,220.0,0.3858750664752111,1.0123657147415706,2,924,-3962,0,7,SEV
841,bus_2205,500.0,0.5738716634696984,1.026360517721799,2,-357,-3142,1,5,WNV
657,bus_2013,11.0,0.4311935195920111,0.9546273724859836,2,1038,-2962,2,6,MEL
934,bus_2299,22.0,0.2631732761456724,1.0025409596344017,2,401,-3462,2,6,MEL
731,bus_2093,20.0,0.6168554919731216,0.97286,2,966,-3987,0,7,SEV
804,bus_2168,220.0,0.342729950281458,1.021430476017141,2,854,-3647,2,6,MEL
811,bus_2175,132.0,0.6492711380410302,1.0124597568092255,2,-166,-3350,1,5,WNV
920,bus_2285,66.0,0.2534647777129236,1.0181708498123825,2,927,-3645,2,6,MEL
824,bus_2188,220.0,0.3814592119734777,1.037120673608846,2,1076,-4331,0,7,SEV
786,bus_2150,220.0,0.6051547077404468,0.9869244155817228,2,592,-4392,2,6,MEL
947,bus_2313,22.0,0.8453191905459466,1.05844663542012,2,52,-4501,2,6,MEL
948,bus_2314,22.0,0.4908183532378002,1.02338565120246,2,-424,-3362,1,5,WNV
706,bus_2067,11.0,0.6190632715289911,1.0328773553760164,2,1245,-3952,0,7,SEV
914,bus_2279,66.0,0.3293898690313449,1.029642074635952,2,1031,-4245,0,7,SEV
886,bus_2251,66.0,0.4239268177667838,1.0234818229410212,2,923,-2947,2,6,MEL
803,bus_2167,220.0,0.3501499799544196,0.9990847049426628,2,877,-4079,0,7,SEV
10045,starbus_xf_2195_2293_2332_1,330.0,0.0,1.0,2,713,-2244,1,5,WNV
902,bus_2267,33.0,0.7309272488706362,1.0264971197130366,2,-2,-3673,1,5,WNV
974,bus_2343,33.0,0.7375182335383128,1.0666246310560952,2,-249,-3683,1,5,WNV
922,bus_2287,66.0,0.3417527611112635,1.0201940927978503,2,927,-3297,2,6,MEL
726,bus_2088,11.0,0.4639642800336,1.0150109127884628,2,1180,-1793,1,4,SNSW
878,bus_2243,66.0,0.2352244412533612,0.9929464572834752,2,333,-3526,2,6,MEL
700,bus_2061,11.5,0.585761762974452,0.97542,2,1082,-3101,2,6,MEL
875,bus_2240,66.0,0.4442318256699379,0.9823000859441028,2,94,-3685,1,5,WNV
667,bus_2023,15.0,0.4028225404797157,0.9721070914034906,2,784,-1957,1,5,WNV
724,bus_2085,10.5,0.3631929003853204,0.95863,2,1029,-3844,0,7,SEV
715,bus_2076,0.6899999999999998,1.001495901981974,1.06914,2,79,-4685,2,6,MEL
945,bus_2311,22.0,0.4960868843823645,0.9955203572134046,2,1421,-4724,0,7,SEV
954,bus_2323,10.5,0.4659089625985819,1.02602,2,954,-3371,2,6,MEL
743,bus_2105,220.0,0.4530568033193581,1.0270836908151617,2,264,-3628,2,6,MEL
972,bus_2341,11.0,0.2208962435080335,0.9774371490262654,2,343,-3661,2,6,MEL
10043,starbus_xf_2191_2029_2030_4,330.0,0.0,1.0,2,740,-1889,1,4,SNSW
906,bus_2271,66.0,0.3490036975219897,1.0451146862222669,2,238,-3228,1,5,WNV
971,bus_2340,11.0,0.2208962435080336,0.9774371490262654,2,356,-3649,2,6,MEL
10035,starbus_xf_2145_2243_2306_2,220.0,0.0,1.0,2,326,-3443,2,6,MEL
703,bus_2064,20.0,0.6924827281410306,0.989,2,-91,-3176,1,5,WNV
651,bus_2007,33.0,0.6099520569843556,1.02916,2,169,-4378,2,6,MEL
932,bus_2297,22.0,0.522522941484664,1.015037704632389,2,59,-4071,2,6,MEL
694,bus_2055,0.6899999999999998,0.8170248420673751,1.07291,2,-314,-3692,1,5,WNV
10039,starbus_xf_2191_2020_2021_7,330.0,0.0,1.0,2,740,-1889,1,4,SNSW
761,bus_2125,220.0,0.3117889159965794,1.037898864250145,2,504,-3172,2,6,MEL
739,bus_2101,132.0,0.6476304459413892,0.98771679023741,2,40,-3765,2,6,MEL
905,bus_2270,66.0,0.6325505077992929,0.9523186751263246,2,-457,-3444,1,5,WNV
911,bus_2276,66.0,0.311743971124361,1.02500122221543,2,853,-3239,2,6,MEL
889,bus_2254,66.0,0.7237958999828247,1.0248053419219398,2,1442,-4399,0,7,SEV
696,bus_2057,0.6899999999999998,0.7662710800739978,1.07461,2,-256,-3780,1,5,WNV
745,bus_2107,220.0,0.483313514163968,1.066206279180686,2,955,-3011,2,6,MEL
668,bus_2024,15.0,0.4701857472178704,0.96635,2,779,-1936,1,5,WNV
695,bus_2056,0.6899999999999998,0.8235269648992892,1.07773,2,-297,-3716,1,5,WNV
728,bus_2090,12.0,0.6926884396961385,1.0,2,154,-3805,2,6,MEL
744,bus_2106,220.0,0.5289645068522275,1.0364941520231346,2,146,-3531,1,5,WNV
775,bus_2139,132.0,0.4639642800336002,1.0150109127884652,2,1136,-1803,1,4,SNSW
949,bus_2315,22.0,0.3476118857749843,1.0326011007466669,2,227,-3247,1,5,WNV
671,bus_2027,15.0,0.4051631784339732,0.9720841313379412,2,743,-1962,1,5,WNV
812,bus_2176,220.0,0.4345052951287573,1.0134841085503254,2,204,-3789,2,6,MEL
719,bus_2080,22.0,0.7052861825422606,0.976495606618002,2,-476,-3517,1,5,WNV
826,bus_2190,330.0,0.4056135781598983,1.034459476428513,2,736,-2406,1,5,WNV
940,bus_2306,22.0,0.220896243508034,0.9774371490262692,2,339,-3574,2,6,MEL
899,bus_2264,66.0,0.2938765128605847,0.9873657562884448,2,1031,-3962,0,7,SEV
652,bus_2008,33.0,0.6178173676510869,1.03021,2,148,-4380,2,6,MEL
779,bus_2143,220.0,0.6542413291985599,1.0262361061788796,2,1253,-4202,0,7,SEV
943,bus_2309,22.0,0.4960760096499938,0.9955470278351464,2,1443,-4803,0,7,SEV
10047,starbus_xf_2200_2196_2304_3,500.0,0.0,1.0,2,-277,-2958,1,5,WNV
798,bus_2162,220.0,0.383929840646856,1.0277318422118549,2,237,-3162,1,5,WNV
901,bus_2266,66.0,0.6631482993816702,1.0043201676527165,2,42,-3609,1,5,WNV
720,bus_2081,22.0,0.7202016513027077,0.9760565815877844,2,-490,-3510,1,5,WNV
